RA,Station ID,WMO ID or NWS/CMAN ID,Station Long Name,Station Description,Latitude (dec deg),Longitude (dec deg),Platform Type,"Station Deployment (mm/yyyy, yyyy, < 5 yr, > 5 yr)","Currently Operational? (Y, N, O, U)",Platform Funder/Sponsor,"RA Funding Involvement (Yf, Yp, N)",Platform Operator/Owner,Operator Sector,Platform Maintainer,Data Manager,"Variable Names + water column depth of measurement in meters [CF_name (# m, # m) or CF_name (mult) or CF_name (# depths)].",Additional notes,file,Dataset (ERDDAP) ID
GLOS,45029,45029,"Station 45029 - Holland Buoy, MI",Port Sheldon (Holland) Buoy (45029),42.9,-86.272,moored_buoy,2009-08-04 00:00:00,Y,,N,LimnoTech,industry,,,"wind_from_direction, wind_speed, wind_speed_of_gust,  air_temperature, air_pressure_at_mean_sea_level, sea_water_temperature (sfc, 1m, 3m, 4m, 5m, 6m, 7m, 8m, 9m, 10m, 11m, 12m, 13m, 14m, 15m, 16m, 17m, 18m, 19m, 20m, 21m), dew_point_temperature, sea_surface_wind_wave_period, , sea_surface_wave_significant_height,sea_surface_wave_from_direction, sea_surface_wave_maximum_height, battery_voltage,  time, latitude, longitude, depth, relative_humidity, sea_surface_wave_maximum_period, sea_surface_wave_mean_height_of_highest_tenth",,GLOS.xlsx,obs_3
GLOS,45161,45161,"Station 45161 - Muskegon Buoy, MI",Muskegon RECON Buoy (45161),43.179,-86.357,moored_buoy,2011-06-09 00:00:00,Y,,Yp,Great Lakes Environmental Research Laboratory,gov_federal,,,"wind_from_direction, wind_speed, wind_speed_of_gust, air_temperature, air_pressure_at_mean_sea_level, sea_water_temperature (1m, 22m), sea_surface_wave_period_at_variance_spectral_density_maximum,   sea_surface_wave_significant_height, sea_surface_wave_from_direction,  sea_surface_wave_maximum_height, sea_water_electrical_conductivity (1m, 22m), sea_water_specific_conductivity, sea_water_turbidity, sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water,  time, latitude, longitude, depth, phycocyanin_fluorescence, fluorescent_dissolved_organic_matter, surface_downwelling_photosynthetic_photon_flux_in_air",,GLOS.xlsx,obs_49
GLOS,45162,45162,"Station 45162 - Thunder Bay Buoy, Alpena, MI",Alpena Thunder Bay Recon Buoy (45162),44.987,-83.27,moored_buoy,2011-06-09 00:00:00,Y,,Yp,Great Lakes Environmental Research Laboratory,gov_federal,,,"wind_from_direction, wind_speed, wind_speed_of_gust, air_temperature, sea_water_temperature (sfc,19m), sea_surface_wave_significant_height, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_from_direction, sea_surface_wave_maximum_height, air_pressure_at_mean_sea_level, fluorescence_dissolved_organic_matter (19m), sea_water_turbidity (19m), fractional_saturation_of_oxygen_in_sea_water (19m),  chlorophyll_fluorescence (19m), mass_concentration_of_oxygen_in_sea_water (19m), phycocyanin_fluorescence (19m), surface_downwelling_photosynthetic_photon_flux_in_air, sea_water_electrical_conductivity (19m), sea_water_ph_reported_on_total_scale (1m, 19m), sea_water_specific_conductivity (19m), time, latitude, longitude, depth",,GLOS.xlsx,obs_67
GLOS,45163,45163,"Station 45163 - Saginaw Bay Buoy, MI",Saginaw Bay RECON Buoy SBB (45163),43.986,-83.595,moored_buoy,2011-06-09 00:00:00,Y,,Yp,Great Lakes Environmental Research Laboratory,gov_federal,,,"wind_from_direction, wind_speed, wind_speed_of_gust, air_temperature, sea_water_temperature (1m, 13m), sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_maximum_height, sea_water_electrical_conductivity (1m, 13m),  sea_water_turbidity (1m, 13m), sea_water_ph_reported_on_total_scale (1m, 13m), chlorophyll_fluorescence (1m, 13m), mass_concentration_of_oxygen_in_sea_water (1m, 13m), fractional_saturation_of_oxygen_in_sea_water (1m, 13m), air_pressure_at_mean_sea_level, fluorescent_dissolved_organic_matter (1m, 13m), surface_downwelling_photosynthetic_photon_flux_in_air, sea_surface_wave_period_at_spectral_density_maximum, sea_water_specific_conductivity (1m, 13m), time, latitude, longitude, depth, phycocyanin_fluorescence (1m, 13m)",,GLOS.xlsx,obs_68
GLOS,45164,45164,"Station 45164 - Cleveland Buoy, OH",Cleveland RECON Buoy (45164),41.732,-81.694,moored_buoy,2011-06-09 00:00:00,Y,,N,LimnoTech,industry,,,"wind_from_direction, wind_speed, wind_speed_of_gust, air_temperature, air_pressure_at_mean_sea_level, sea_water_temperature(sfc,1m,2m,4m,6m,8m,10,12m,14m,16m,18m,20m, 22m), sea_surface_wave_significant_height, sea_surface_wave_mean_period, sea_water_electrial_conductivity, mass_concentration_of_oxygen_in_sea_water, factional_saturation_of_oxygen_in_sea_water, battery_voltage,  time, latitude, longitude, depth, fluorescent_dissolved_organic_matter, sea_surface_wave_maximum_height",,GLOS.xlsx,obs_70
GLOS,45165,45165,"Station 45165 - Toledo Water Intake Buoy, Oregon, OH",Toledo Water Intake Crib Buoy (45165),41.702,-83.261,moored_buoy,2009-08-04 00:00:00,Y,,N,LimnoTech,industry,,,"wind_from_direction, wind_speed, wind_speed_of_gust, air_temperature,  air_pressure_at_mean_sea_level, sea_water_temperature, dew_point_temperature, sea_surface_wave_mean_period, sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_maximum_height, sea_water_electrical_conductivity, surface_downwelling_shortwave_flux_in_air,  sea_water_turbidity, sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence, phycocyanin_fluorescence, battery_voltage, eastward_current, northward_current, time, latitude, longitude, depth, currents_at_depths(0m,1m,2m,3m,4m,5m,6m,7m,8m)",,GLOS.xlsx,obs_71
GLOS,45167,45167,"Station 45167 - Erie Nearshore Buoy, Erie, PA",Erie buoy RSC-A (45167),42.186,-80.137,moored_buoy,2011-06-09 00:00:00,Y,,N,Regional Science Consortium,nonprofit,,,"sea_surface_wave_significant_height, sea_surface_wave_period_at_spectral_density_maximum, air_temperature, sea_water_temperature (1m), wind_speed, wind_from_direction, wind_speed_of_gust, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, sea_water_ph_reported_on_total_scale, air_pressure_at_mean_sea_level, sea_water_specific_conductivity, surface_downwelling_shortwave_flux_in_air, latitude, longitude, time, depth, relative_humidity, sea_surface_wave_from_direction",,GLOS.xlsx,obs_99
GLOS,45168,45168,"Station 45168 - South Haven Buoy, MI",South Haven Buoy (45168),42.397,-86.331,moored_buoy,2009-08-04 00:00:00,Y,,N,LimnoTech,industry,,,"wind_from_direction, wind_speed,  wind_speed_of_gust , air_temperature,  air_pressure_at_mean_sea_level, sea_water_temperature (sfc, 1m, 3m, 5m, 7m, 9m, 11m, 13m, 15m, 17m), dew_point_temperature, sea_surface_wave_significant_height, sea_surface_wave_mean_period, sea_surface_wave_from_direction, sea_surface_wave_maximum_height, surface_downwelling_shortwave_flux_in_air, battery_voltage, time, latitude, longitude, depth, relative_humidity, sea_surface_wave_maximum_period, sea_surface_wave_mean_height_of_highest_tenth",,GLOS.xlsx,obs_37
GLOS,45169,45169,"Station 45169 - Lakewood Buoy, OH",Cleveland Wind Buoy (45169),41.615,-81.821,moored_buoy,2015-06-27 00:00:00,Y,,N,LimnoTech,industry,,,"wind_from_direction, wind_speed, wind_speed_of_gust,  air_temperature, air_pressure_at_mean_sea_level, sea_water_temperature(sfc, 17m), dew_point_temperature,   sea_water_electrical_conductivity,  sea_surface_wave_significant_height, sea_surface_wave_mean_period, sea_surface_wave_from_direction, sea_surface_wave_maximum_height, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water,   surface_downwelling_shortwave_flux_in_air, battery_voltage, time, latitude, longitude, depth, fluorescent_dissolved_organic_matter, relative_humidity, sea_surface_wave_mean_height_of_highest_tenth",,GLOS.xlsx,
GLOS,45170,45170,"Station 45170 - Michigan City Buoy, IN",Illinois-Indiana Sea Grant Buoy (45170),41.755,-86.968,moored_buoy,2011-06-09 00:00:00,Y,,N,"Illinois-Indiana Sea Grant, Purdue University",nonprofit,,,"wind_from_direction,  wind_speed,  wind_speed_of_gust, ,air_temperature, sea_water_temperature (1m, 2m, 3m, 4m, 5m, 6m, 7m, 8m, 9m, 10m, 11m, 12m, 13m, 14m, 15m, 16m, 17m), dew_point_temperature,  sea_surface_wave_significant_height, sea_surface_wave_period_at_spectral_density_maximum, ,sea_surface_wave_from_direction, surface_downwelling_shortwave_flux_in_air, battery_voltage, time, latitude, longitude, depth, air_pressure_at_mean_sea_level, sea_surface_wave_maximum_height",,GLOS.xlsx,obs_47
GLOS,45174,45174,"Station 45174 - Wilmette, IL",Wilmette Weather Buoy (45174),42.135,-87.655,moored_buoy,2015-08-04 00:00:00,Y,,N,"Illinois-Indiana Sea Grant, Purdue University",nonprofit,,,"wind_from_direction, wind_speed,  wind_speed_of_gust, air_temperature, air_pressure_at_mean_sea_level,  sea_water_temperature (1m, 3m, 5m, 7m, 9m), dew_point_temperature, sea_surface_wave_mean_period, sea_surface_wave_significant_height, sea_surface_wave_from_direction,  surface_downwelling_shortwave_flux_in_air, battery_voltage , time, latitude, longitude, depth,  relative_humidity",,GLOS.xlsx,obs_57
GLOS,45175,45175,"Station 45175 - Mackinac Straits West, Mackinaw City, MI",Mackinac Straits Buoy (45175),45.825,-84.772,moored_buoy,2015-08-28 00:00:00,Y,,Yp,Michigan Tech University,academic,,,"wind_from_direction, wind_speed, wind_speed_of_gust,  air_temperature,  air_pressure_at_mean_sea_level, sea_water_temperature (sfc), dew_point_temperature,  Relative_humidity, sea_surface_wave_significant_height, sea_surface_wave_period_at_spectral_density_maximum, sea_surface_wave_from_direction,sea_surface_wave_maximum_height , surface_downwelling_shortwave_flux_in_air, battery_voltage,  time, latitude, longitude, depth, sea_surface_wave_maximum_period, sea_surface_wave_mean_height_of_highest_tenth, northward_sea_water_velocity + eastward_sea_water_velocity (2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m,20m,21m,22m,23m,24m,25m,26m,27m,28m,29m)",,GLOS.xlsx,obs_38
GLOS,45176,45176,"Station 45176 - Cleveland Intake Crib Buoy, OH",Cleveland Crib Buoy (45176),41.55,-81.765,moored_buoy,2016-06-07 00:00:00,Y,,N,LimnoTech,private,,,"wind_from_direction, wind_speed, wind_speed_of_gust,   air_temperature, air_pressure_at_mean_sea_level, dew_point_temperature, sea_water_temperature (1.5m, 3m, 4.5m, 6m, 7.5m, 9m, 10.5m, 11m, 12m, 12.5m, 13m, 13.5m, 14m, 15m, 15.5m), sea_surface_wave_significant_height,  sea_surface_wave_mean_period, sea_surface_wave_from_direction,  sea_water_electrial_conductivity, sea_surface_wave_maximum_height, chlorophyll_fluorescence, phycocyanin_fluorescence, battery_voltage, time, latitude, longitude, depth, fluorescent_dissolved_organic_matter, sea_water_ph_reported_on_total_scale, fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_surface_wave_maximum_period, sea_surface_wave_mean_height_of_highest_tenth",,GLOS.xlsx,obs_72
GLOS,45177,45177,Ohio St. Beach Buoy,,41.894,-87.613,moored_buoy,>5 year,Y,,N,Chicago Parks District,gov_municipal,,,"sea_water_turbidity, sea_surface_temperature, sea_surface_wave_significant_height, latitude, longitude, time",,GLOS.xlsx,
GLOS,45183,45183,Sleeping Bear Dunes,Sleeping Bear Dunes Buoy (45183),44.98163,-85.83086,moored_buoy,2018-05-30 00:00:00,Y,,Yf,University of Wisconsin-Milwaukee,academic,,,"wind_from_direction, wind_speed, wind_speed_of_gust, air_temperature, air_pressure_at_mean_sea_level, Relative_Humidity,  sea_water_temperature (0.5m, 1m, 2m, 3m, 4m, 5m, 6m, 7m, 8m, 9m), surface_downwelling_shortwave_flux_in_air, sea_surface_wave_significant_height,  sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_specific_conductivity, sea_water_turbidity, sea_water_ph_reported_on_total_scale, fractional_saturation_of_oxygen_in_sea_water, time, latitude, longitude, depth, battery_voltage, sea_surface_wave_from_direction, mass_concentration_of_oxygen_in_sea_water",,GLOS.xlsx,obs_58
GLOS,45184,45184,Green Bay East,Green Bay East (45184),44.55028,-87.95888,moored_buoy,2018-07-01 00:00:00,Y,,N,University of Wisconsin-Milwaukee,academic,,,"wind_from_direction, wind_speed, sea_water_temperature, sea_water_electrical_conductivity, sea_water_pH_reported_on_total_scale, sea_water_turbidity, phycocyanin_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, battery_voltage, photosynthetic_available_radiation, fluorescent_dissolved_organic_matter, latitude, longitude, depth, time",,GLOS.xlsx,obs_60
GLOS,45185,45185,Green Bay West,Green Bay West (45185),44.57673,-87.98761,moored_buoy,2018-07-01 00:00:00,Y,,N,University of Wisconsin-Milwaukee,academic,,,"wind_from_direction, wind_speed, sea_water_temperature, sea_water_electrical_conductivity, sea_water_pH_reported_on_total_scale, sea_water_turbidity, phycocyanin_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, battery_voltage, photosynthetic_available_radiation, fluorescent_dissolved_organic_matter, latitude, longitude, depth, time",,GLOS.xlsx,obs_59
GLOS,45186,45186,Waukegan Buoy,,42.367168,-87.795225,moored_buoy,2018-05-29 00:00:00,Y,,N,University of Illinois,academic,,,"Wind_from_direction; Wind_speed; Wind_speed_of_gust; Air_temperature; sea_water_temperature (1m), eastward_sea_water_velocity + Northward_sea_water_velocity ( 2m); sea_surface_wave_significant_height; sea_surface_wave_mean_period,; sea_surface_wave_from_direction, sea_surface_wave_maximum_height, Battery_voltage; sea_surface_wave_maximum_period, sea_surface_wave_mean_height_of_highest_tenth, air_pressure_at_mean_sea_level",,GLOS.xlsx,obs_87
GLOS,45187,45187,Winthrop Harbor Buoy,,42.490631,-87.778884,moored_buoy,2018-07-23 00:00:00,Y,,N,University of Illinois,academic,,,"Wind_from_direction; Wind_speed; Wind_speed_of_gust; Air_temperature; sea_water_temperature (1m), eastward_sea_water_velocity + Northward_sea_water_velocity ( 2m); sea_surface_wave_significant_height; sea_surface_wave_mean_period,; sea_surface_wave_from_direction, sea_surface_wave_maximum_height, Battery_voltage; sea_surface_wave_maximum_period, sea_surface_wave_mean_height_of_highest_tenth, air_pressure_at_mean_sea_level",,GLOS.xlsx,obs_88
GLOS,45189,45189,Oswego Nearshore Monitoring Buoy,Oswego buoy (ESF1) summer station,43.49,-79.52,moored_buoy,2009-08-04 00:00:00,Y,,N,Upstate Freshwater Institute/ State University of New York College of Science and Forestry (SUNY-ESF),nonprofit,,,"wind_from_direction, wind_speed, wind_speed_of_gust, air_temperature, air_pressure_at_mean_sea_level, sea_water_temperature(sfc,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m), Relative_humidity, surface_downwelling_shortwave_flux_in_air, sea_water_electrical_conductivity, time, latitude, longitude, depth, sea_water_turbidity, sea_surface_wave_mean_period, sea_surface_wave_significant_height, sea_surface_wave_maximum_height, sea_surface_wave_from_direction, northward_sea_water_velocity+eastward_sea_water_velocity (1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m)",,GLOS.xlsx,obs_74
GLOS,45190,45190,Sodus Point Nearshore Monitoring Buoy (ESF8),Sodus Point Nearshore Monitoring Buoy,43.285,-76.961,moored_buoy,2019-05-30 00:00:00,Y,,N,Upstate Freshwater Institute/ State University of New York College of Science and Forestry (SUNY-ESF),nonprofit,,,"relative_humidity, wind_from_direction, air_temperature, air_pressure_at_mean_sea_level, wind_speed, wind_speed_of_gust, sea_water_temperature (1m, 2m, 3m, 4m, 5m, 6m), surface_downwelling_shortwave_flux_in_air, sea_water_electrical_conductivity, sea_water_turbidity,  sea_surface_wave_from_direction, sea_surface_wave_maximum_period, sea_surface_wave_significant_height, sea_surface_wave_mean_period, time, latitude, longitude, depth",,GLOS.xlsx,obs_75
GLOS,45191,45191,Oak Orchard Nearshore Monitoring Buoy (ESF9),Oak Orchard Nearshore Monitoring Buoy ,43.388,-78.192,moored_buoy,2019-05-30 00:00:00,Y,,N,Upstate Freshwater Institute/ State University of New York College of Science and Forestry (SUNY-ESF),nonprofit,,,"sea_water_temperature (1m, 2m, 3m, 4m, 5m, 6m,7m, 8m, 9m, 10m, 11m, 12m, 13m, 14m, 15m, 16m, 17m, 18m, 19m), wind_from_direction, wind_speed, wind_speed_of_gust, air_temperature, air_pressure_at_mean_sea_level, relative_humidity, surface_downwelling_shortwave_flux_in_air, sea_water_turbidity, sea_water_electrical_conductivity, sea_surface_wave_significant_period, sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period, eastward_sea_water_velocity+ northward_sea_water_velocity (1m, 2m, 3m, 4m, 5m, 6m,7m, 8m, 9m, 10m, 11m, 12m, 13m, 14m, 15m, 16m, 17m, 18m, 19m), latitude, longitude, time, depth",,GLOS.xlsx,obs_100
GLOS,45196,45196,"Rocky River, OH",,41.5209,-81.8803,moored_buoy,2021-06-30 00:00:00,Y,,N,LimnoTech,industry,,,"air_temperature, air_pressure_at_mean_sea_level, phycocyanin_fluorescence, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_maximum_height, sea_surface_wave_from_direction, oxidation_reduction_potential, surface_downwelling_photosynthetic_photon_flux_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_electrical_conductivity, sea_water_turbidity, battery_voltage, wind_from_direction, wind_speed_of_gust, wind_speed, sea_water_temperature (sfc, 3m, 6m, 9m, 12m, 13m), sea_surface_wave_significant_height, relative_humidity, latitude, longitude, time, depth",,GLOS.xlsx,obs_96
GLOS,45197,45197,"Euclid, OH",,41.6194,-81.6176,moored_buoy,2021-06-30 00:00:00,Y,,N,LimnoTech,industry,,,"air_temperature, air_pressure_at_mean_sea_level, phycocyanin_fluorescence, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_maximum_height, sea_surface_wave_from_direction, oxidation_reduction_potential, surface_downwelling_photosynthetic_photon_flux_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_electrical_conductivity, sea_water_turbidity, battery_voltage, wind_from_direction, wind_speed_of_gust, wind_speed, sea_water_temperature (sfc, 3m, 6m, 9m, 12m, 15m), sea_surface_wave_significant_height, relative_humidity, latitude, longitude, time, depth",,GLOS.xlsx,obs_97
GLOS,45198,45198,Chicago Buoy,,41.8925,-87.563056,moored_buoy,2021-08-05 00:00:00,Y,,N,Illinois-Indiana Sea Grant,academic,,,"wind_speed, wind_speed_gust, wind_from_direction, air_temperature, air_pressure_at_mean_sea_level, relative_humidity, surface_downwelling_shortwave_flux_in_air, sea_water_temperature(sfc, 1m, 3m, 5m, 7m, 9m), sea_surface_wave_from_direction, sea_surface_wave_mean_period, sea_surface_wave_significant_height, latitude, longitude,, time, depth, dew_point_temperature, battery_voltage, sea_surface_wave_period_at_variance_spectral_density_maximum",,GLOS.xlsx,obs_98
GLOS,45199,45199,Salmon Unlimited WI buoy,,42.7001,-87.63566,moored_buoy,,Y,,N,Salmon Unlimited WI,nonprofit,,,"air_pressure_at_mean_sea_level, air_temperature, sea_surface_wave_significant_height, sea_water_temperature(1m, 4m, 7m, 10m, 13m, 16m, 19m, 22m, 25m, 28m, 31m, 34m), sea_surface_wave_from_direction, wind_from_direction, wind_speed, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_from_direction_at_variance_spectral_density_maximum, sea_surface_wave_maximum_height, latitude, longitude, time, depth, northward_sea_water_velocity + eastward_sea_water_velocity + upward_sea_water_velocity (3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39, 41m)",,GLOS.xlsx,
GLOS,45176b,,Cleveland Crib Bottom Sonde (45176b),Cleveland Crib Bottom Sonde (45176b),41.55,-81.765,fixed,2016-06-07 00:00:00,Y,,N,LimnoTech,industry,,,"sea_water_electrical_conductivity, sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence,  phycocyanin_fluorescence fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, time, latitude, longitude, depth, fluorescent_dissolved_organic_matter, sea_water_turbidity",,GLOS.xlsx,
GLOS,ALGOMA,,Algoma Panther Buoy,"Algoma is a seasonally deployed moored buoy in Lake Michigan near Algoma, Wisconsin. It is equipped to measure water quality, as well as meteorological parameters, wave height and direction, and temperature throughout the water column. The buoy was built and is operated and maintained by University of Wisconsin-Milwaukee.",44.50551,-87.455552,moored_buoy,,N,,Yf,Unviersity of Wisconsin-Milwaukee,academic,,,"photosynthetically_available_radiation, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, chlorophyll_fluorescence,  sea_water_temperature (sfc, 1m, 2m, 3m, 4m), sea_surface_wave_from_direction, sea_surface_wave_significant_height,  wind_from_direction, wind_speed, air_temperature, air_pressure_at_mean_sea_level, latitude, longitude, time, depth",,GLOS.xlsx,
GLOS,BEACH2,,Beach2 Buoy,,42.126653,-80.14903,moored_buoy,2018,Y,,N,Regional Science Consortium,nonprofit,,,"sea_water_temperature (1m), sea_water_specific_conductivity, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, chlorophyll_fluorescence, phycocyanin_fluorescence, latitude, longitude, time, depth, time",,GLOS.xlsx,
GLOS,BEACH2_T,,Beach2 Meteorological Tower,,42.126286,-80.147505,tower,2018,Y,,N,Regional Science Consortium,nonprofit,,,"surface_downwelling_shortwave_flux_in_air, wind_from_direction, wind_speed, wind_speed_of_gust, air_temperature, relative_humidity, latitude, longitude, time",,GLOS.xlsx,obs_4
GLOS,BEACH6,,Beach6 Buoy,,42.144335,-80.139368,moored_buoy,2018,Y,,N,Regional Science Consortium,nonprofit,,,"sea_water_temperature (1m), sea_water_specific_conductivity, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, chlorophyll_fluorescence phycocyanin_fluorescence, sea_water_ph_reported_on_total_scale, latitude, longitude, time, depth",,GLOS.xlsx,
GLOS,BGUSD2,,Sandusky Bay buoy (bgsusd2),Sandusky Bay buoy (bgsusd2),41.496,-82.75,moored_buoy,2017-06-27 00:00:00,Y,,N,Bowling Green State University,academic,,,"wind_from_direction, wind_speed, air_temperature, air_pressure_at_mean_sea_level, sea_water_temperature, sea_water_specific_conductivity, sea_water_turbidity, chlorophyll_fluorescence,   sea_water_ph_reported_on_total_scale,  mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, phycocyanin_fluorescence, time, latitude, longitude, depth",,GLOS.xlsx,obs_79
GLOS,BLISS,,Bliss Beach Weather Station,,45.69083333333333,-84.96555555555555,tower,2022-05-01 00:00:00,Y,,N,Little Traverse Bay Bands of Odawa Indians,tribal,,,"wind_speed, wind_speed_of_gust, wind_from_direction, air_temperature, relative_humidity,  surface_downwelling_shortwave_flux_in_air; air_pressure, latitude, longitude, time, altitude",,GLOS.xlsx,
GLOS,BSC1,,Dunkirk Buoy (BSC1),Dunkirk Buoy (BSC1),42.56,-79.43,moored_buoy,2009-08-04 00:00:00,Y,,Yf,State University of New York Buffalo State College,academic,,,"wind_from_direction, wind_speed, air_temperature, air_pressure_at_mean_sea_level, Relative_Humidity, sea_water_temperature(2m,4m,6m,8m,10m,12m,14m,16m,18m,20m,22m,24m,25m,25m), time, latitude, longitude, depth, surface_downwelling_shortwave_flux_in_air, mass_concentration_of_oxygen_in_sea_water (25m), sea_water_specific_conductivity (25m), fractional_saturation_of_oxygen_in_sea_water (25m), sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_period_at_variance_spectral_density_maximum",,GLOS.xlsx,
GLOS,DCW,,Discovery World Panther Buoy,,43.03594,-87.895963,moored_buoy,,Y,,N,University of Wisconsin-Milwaukee,academic,,,"sea_water_temperature (sfc, 0.5m, 1m, 1.5m, 2m), latitude, longitude, depth, time",,GLOS.xlsx,
GLOS,DEFWTP,,DefianceWTP,,41.27916666666667,-84.385,fixed,2022-03-01 00:00:00,Y,,N,City of Defiance,gov_municipal,,,"phosphate, nitrate, ammonia,  sea_water_specific_conductivity, sea_water_pH_reported_on_total_scale, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, sea_water_turbidity, phycocyanin_fluorescence, time, latitude, longitude, sea_surface_temperature, air_temperature",,GLOS.xlsx,
GLOS,DGOWAK,,Dgowak (waves) Weather Buoy,,45.720839,-85.008689,moored_buoy,2022,N,,N,Little Traverse Bay Band of Odawa Indians,tribal,,,"latitude, longitude, air_temperature, sea_water_temperature, air_pressure_at_mean_sea_level, wind_speed, wind_speed_of_gust, wind_from_direction, relative_humidity, sea_surface_wave_significant_height, sea_surface_wave_significant_period, sea_surface_wave_mean_period, sea_surface_wave_from_direction, sea_surface_wave_maximum_height, sea_surface_wave_mean_height, sea_suface_wave_maximum_period, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_electrical_conductivity, sea_water_ph_reported_on_total_scale, sea_water_turbidity, latitude, longitude, time, depth",,GLOS.xlsx,
GLOS,FOXR,,Fox River Continuous Monitoring Site,Fox River Continuous Monitoring Site,44.5391,-88.0035,fixed,>5year,Y,,N,New Water (Green Bay Metropolitan Sewerage District),gov_municipal,,,"sea_water_temperature (1m, 6m), sea_water_specific_conductivity (1m, 6m), sea_water_ph_reported_on_total_scale (1m, 6m), mass_concentration_of_oxygen_in_sea_water (1m,6m), fractional_saturation_of_oxygen_in_sea_water (1m, 6m), chlorophyll_fluorescence, phycocyanin_fluorescence, phosphate, air_temperature, wind_speed, wind_from_direction, wind_speed_of_gust, air_pressure_at_mean_sea_level, sea_water_turbidity (6m), latitude, longitude, time, depth",,GLOS.xlsx,
GLOS,GB000,,Green Bay LoRaWAN Platform 0,,44.6583,-87.8206,moored_buoy,2022-08-01 00:00:00,Y,,Yf,University of Wisconsin-Green Bay,academic,,,"battery_voltage, sea_water_temperature (1, 2, 4, 6, 8 m), mass_concentration_of_oxygen_in_sea_water, latitude, longitude, time",,GLOS.xlsx,
GLOS,GBEL,,Green Bay Entrance Light Continuous Monitoring Station,,44.65389,-87.929722,fixed,>5 year,Y,,N,NEW Water,gov_municipal,,,"depth (1m, 7.2m), sea_water_temperature (1m, 7.2m), sea_water_specific_conductivity (1m, 7.2m), fractional_saturation_of_oxygen_in_sea_water (1m, 7.2m), mass_concentration_of_oxygen_in_sea_water (1m, 7.2m), chlorophyll_fluorescence (1m, 7.2m), phycocyanin_fluorescence (1m, 7.2m), sea_water_turbidity (1m, 7.2m), air_pressure_at_mean_sea_level, air_temperature, wind_from_direction, wind_speed, longitude, latitude, depth, time, sea_water_ph_reported_on_total_scale (1m)",,GLOS.xlsx,
GLOS,GBW-000,,GBW000 at Mahon Creek,,44.52615,-87.9429,fixed,2022-07-01 00:00:00,Y,,Yf,University of Wisconsin-Green Bay,academic,,,"sea_water_temperature (1m), battery_voltage, latitude, longitude, time",,GLOS.xlsx,
