RA,Latitude,Longitude,station_long_name,Platform,Operational,RA_Funded,Water_temp,Salinity,Wtr_press,Dew_pt,Rel_hum,Air_temp,Winds,Air_press,Precip,Solar_radn,Visibility,Water_level,Waves,Currents,Turbidity,DO,pCO2_water,pCO2_air,TCO2,pH,OmgArag_st,Chl,Nitrate,CDOM,Alkalinity,Acoustics,Raw_Vars,file
CENCOOS,38.07,-122.23,Carquinez,fixed pier,Y,Yp,X,X,X,,,,,,,,,,,,X,X,,,,,,X,,,,," sea_water_temperature(2.7m), sea_water_salinity(2.7m), mass_concentration_of_oxygen_in_sea_water(2.7m), sea_water_ph_measured_on_total_scale(2.7m), mass_concentration_of_chlorophyll_in_sea_water(2.7m), sea_water_turbidity(2.7m), sea_water_pressure(2.7m)",CENCOOS.xlsx
CENCOOS,37.89,-122.45,Tiburon,fixed pier,Y,Yp,X,X,X,,,,,,,,,,,,X,X,,,,,,X,,,,,"sea_water_temperature(1.9m), sea_water_salinity(1.9m), mass_concentration_of_oxygen_in_sea_water(1.9m), sea_water_ph_measured_on_total_scale(1.9m), mass_concentration_of_chlorophyll_in_sea_water(1.9m), sea_water_turbidity(1.9m), sea_water_pressure(1.9m)",CENCOOS.xlsx
CENCOOS,37.81,-122.47,Fort Point,fixed pier,Y,Yp,X,X,X,,,,,,,,,,,,,,,,,,,X,,,,,"sea_water_temperature(3.5m), sea_water_salinity(3.5m), mass_concentration_of chlorophyll_in_sea_water(3.5m), sea_water_pressure(3.5m)",CENCOOS.xlsx
CENCOOS,37.8,-122.397,Exploritorium,fixed pier,O,N,X,X,X,,X,X,X,X,,X,,,X,,X,X,,,X,,,X,,,,,"sea_water_temperature, sea_water_salinity, sea_water_pressure, mass_concentration_of_oxygen_in_sea_water,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity, sea_water_ph_measured_on_total_scale, dissolved_carbon_dioxide, air_temperature, air_pressure, relative_humidity, wind_speed, wind_from_direction, diffuse_downwelling_shortwave_flux_in_air",CENCOOS.xlsx
CENCOOS,37.8,-122.397,San Francisco Pier 17 IFCB,fixed pier,O,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,CENCOOS.xlsx
CENCOOS,36.96,-122.02,Santa Cruz Wharf,fixed pier,O,Yp,X,X,X,,,,,,,,,,,,X,X,,,,,,X,,,,,"sea_water_temperature(1m), sea_water_salinity(1m), mass_concentration_of_oxygen_in_sea_water(1m), sea_water_ph_measured_on_total_scale(1m), mass_concentration_of_chlorophyll_in_sea_water(1m), sea_water_turbidity(1m), sea_water_pressure(1m)",CENCOOS.xlsx
CENCOOS,36.96,-122.02,Santa Cruz Municipal Wharf IFCB,fixed pier,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,CENCOOS.xlsx
CENCOOS,36.8,-121.79,Moss Landing,fixed pier,Y,Yp,X,X,,,X,X,X,X,,,,,,,X,X,X,,,,,X,,,,,"sea_water_temperature(17m), sea_water_salinity(17m), mass_concentration_of_oxygen_in_sea_water(17m),sea_water_turbidity(17m), partial_pressure_of_carbon_dioxide_in_sea_water(17m), sea_water_ph_measured_on_total_scale(17m),mass_concentration_of_chlorophyll_in_sea_water(17m), wind_speed, wind_from_direction, air_temperature, air_pressure, relative_humidity ",CENCOOS.xlsx
CENCOOS,36.758,-122.029,M1,moored buoy,Y,N,X,X,,,X,X,X,X,,,,,X,,,X,X,,,,,X,,,,," sea_water_temperature(1m,10m,20m,40m,60m,80m,100m,150m,200m,250m,300m), sea_water_salinity(1m,10m,20m,40m,60m,80m,100m,150m,200m,250m,300m), sea_water_ph_measured_on_total_scale(1m), mass_concentration_of_chlorophyll_in_sea_water(1m), partial_pressure_of_carbon_dioxide_in_sea_water(1m),mass_concentration_of_oxygen_in_sea_water(1m,50m,225m), wind_speed, wind_from_direction, air_temperature, air_pressure, relative_humidity, diffuse_downwelling_shorewave_flux_in_air, downwelling_longwave_flux_in_air",CENCOOS.xlsx
CENCOOS,36.744,-121.8845,IFCB161,moored buoy,O,Yp,,,,,,,,,,,,,,,,,,,,,,,,,,,,CENCOOS.xlsx
CENCOOS,36.6186,-121.9015,Monterey Bay Aquarium,fixed intake,Y,N,X,X,,,,,,,,,,,,,,X,,,,,,,,,,,"sea_water_temperature(16.764m), sea_water_salinity(16.764m), sea_water_ph_measured_on_total_scale(16.764m), fractional_saturation_of_oxygen_in_sea_water(16.764m)",CENCOOS.xlsx
CENCOOS,35.37,-120.86,Morro Bay,fixed pier,Y,Yp,X,X,X,,X,X,X,X,X,X,X,,,,X,X,,,,,,X,,,,,"sea_water_turbidity(2m), sea_water_temperature(2m), sea_water_pressure(2m), sea_water_salinity(2m), mass_concentration_of_oxygen_in_sea_water(2m), mass_concentration_of_chlorophyll_in_sea_water(2m), wind_speed, wind_from_direction, air_temperature, air_pressure, relative_humidity, lwe_thickness_of_precipitation_amount, solar_radiation, visibility_in_air",CENCOOS.xlsx
CENCOOS,35.33382,-120.84725,Morro Back Bay BS1,fixed pier,Y,,X,X,X,,X,X,X,X,X,,,,,,X,X,,,,,,X,,,,,"sea_water_temperature(1m), sea_water_pressure(1m), sea_water_salinity(1m),mass_concentration_of_oxygen_in_sea_water(1m),sea_water_ph_measured_on_total_scale(1m),mass_concentration_of_chlorophyll_in_sea_water(1m), sea_water_turbidity(1m),wind_speed, wind_direction_from, air_temperature, relative_humidity, air_pressure, precipitation_amount ",CENCOOS.xlsx
CENCOOS,35.17,-122.89,San Luis Bay,fixed pier,Y,Yp,X,X,X,,X,X,X,X,X,X,X,,,,X,,,,,,,X,,,,,"sea_water_temperature(1m,1.5m,2m,2.5m,3m,3.5m,4m,4.5m,5m,5.5m,6m,6.5m,7m,7.5m,8m,8.5m,9m) sea_water_pressure(1m,1.5m,2m,2.5m,3m,3.5m,4m,4.5m,5m,5.5m,6m,6.5m,7m,7.5m,8m,8.5m,9m), sea_water_salinity(1m,1.5m,2m,2.5m,3m,3.5m,4m,4.5m,5m,5.5m,6m,6.5m,7m,7.5m,8m,8.5m,9m), mass_concentration_of_chlorophyll_in_sea_water(1m,1.5m,2m,2.5m,3m,3.5m,4m,4.5m,5m,5.5m,6m,6.5m,7m,7.5m,8m,8.5m,9m), sea_water_turbidity(1m,1.5m,2m,2.5m,3m,3.5m,4m,4.5m,5m,5.5m,6m,6.5m,7m,7.5m,8m,8.5m,9m),  bioluminescence(1m,1.5m,2m,2.5m,3m,3.5m,4m,4.5m,5m,5.5m,6m,6.5m,7m,7.5m,8m,8.5m,9m), wind_speed, wind_from_direction, air_temperature, air_pressure, relative_humidity, lwe_thickness_of_precipitation_amount, solar_radiation, visibility_in_air",CENCOOS.xlsx
GLOS,43.1,-87.85,"Station 45013 - Atwater Park, WI",moored_buoy,Y,Yf,X,,,,,X,X,X,,X,,,X,X,X,X,,,,X,,X,,,,,"wind_from_direction, wind_speed,  wind_speed_of_gust,  air_temperature, air_pressure_at_mean_sea_level, sea_water_temperature (sfc, 1m, 2m, 3m, 4m, 5m, 6m, 7m, 8m, 9m, 10m, 11m, 12m, 13m, 14m, 15m, 16m, 17m, 18m), Relative_humidity, surface_downwelling_shortwave_flux_in_air, sea_surface_wave_significant_height, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_mean_height_of_highest_tenth, sea_surface_wave_from_direction, sea_water_turbidity, sea_water_specific_conductivity, sea_water_ph_reported_on_total_scale, mass_concentration_of_oxygen_in_sea_water , chlorophyll_fluorescence, phycocyanin_fluorescence, mass_concentration_of_chlorophyll_in_sea_water, fractional_saturation_of_oxygen_in_sea_water,  eastward_sea_water_velocity + northward_sea_water_velocity (3m,5m,7m,9m,11m,13m,15m,17m,19m, 21m), time, latitude, longitude, depth, battery_voltage",GLOS.xlsx
GLOS,44.8,-87.76,"Station 45014 - GB17 - South Green Bay, WI",moored_buoy,Y,Yf,X,,,,,X,X,X,,X,,,X,X,X,X,,,,X,,X,,,,,"wind_from_direction, wind_speed, wind_speed_of_gust, air_temperature,   air_pressure_at_mean_sea_level, sea_water_temperature (sfc,1m, 2m, 3m, 4m, 5m, 6m, 7m, 8m, 9m, 10m, 11m, 12m, 13m), Relative_Humidity,  surface_downwelling_shortwave_flux_in_air, sea_surface_wave_significant_height, sea_water_turbidity, sea_water_ph_reported_on_total_scale, sea_water_specific_conductivity, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water , fractional_saturation_of_oxygen_in_sea_water,  northward_sea_water_velocity + eastward_sea_water_velocity(3m,5m,7m,9m,11m, 13m, 14m) time, latitude, longitude, depth",GLOS.xlsx
GLOS,45.403,-85.088,"Station 45022 - Little Traverse Bay, MI",moored_buoy,Y,Yf,X,,,X,,X,X,X,,X,,,X,,,,,,,,,,,,,,"wind_from_direction, wind_speed, wind_speed_of_gust, air_temperature, air_pressure_at_mean_sea_level,  sea_water_temperature (sfc, 3m, 7m, 11m, 15m, 19m, 23m, 27m, 31m, 33m), dew_point_temperature,  surface_downwelling_shortwave_flux_in_air, sea_surface_wave_significant_height, sea_surface_wave_mean_period, sea_surface_wave_from_direction, battery_voltage, time, latitude, longitude, depth",GLOS.xlsx
GLOS,47.27,-88.607,"Station 45023 - North Entry Buoy, North Keweenaw Peninsula, MI",moored_buoy,Y,Yf,X,,,X,,X,X,X,,X,,,X,X,X,,,,,X,,X,,,,,"wind_from_direction, wind_speed,  wind_speed_of_gust,  air_temperature, air_pressure_at_mean_sea_level, sea_water_temperature (sfc, 1m, 2m, 3m, 4m, 5m, 6m, 7m, 8m, 9m, 10m, 11m, 12m, 13m,  14m, 16m), dew_point_temperature,Relative_Humidity,  surface_downwelling_shortwave_flux_in_air, sea_surface_wave_significant_height, sea_surface_wind_wave_period, sea_surface_wave_from_direction, sea_water_turbidity, sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence_in_sea_water,  battery_voltage, photosynthetically_available_radiation, time, latitude, longitude, depth, currents at depths (2m, 3m, 4m, 5m, 6m, 7m, 8m, 9m, 10m, 11m, 12m, 13m, 14m, 15m, 16m, 17m, 18m, 19m, 20m) , max_wave_height, sea_surface_wave_maximum_Period, sea_surface_wave_mean_height_of_highest_tenth",GLOS.xlsx
GLOS,43.977,-86.559,"Station 45024 - Ludington Buoy, MI",moored_buoy,Y,Yf,X,,,X,,X,X,X,,X,,,X,X,,,,,,,,,,,,,"wind_from_direction, wind_speed, wind_speed_of_gust, air_temperature, air_pressure_at_mean_sea_level, sea_water_temperature (sfc, 3m, 5m, 8m, 11m, 13m, 16m, 19m, 21m), dew_point_temperature, surface_downwelling_shortwave_flux_in_air, sea_surface_wave_significant_height, significant_wave_from_direction, sea_surface_wave_mean_period, time, latitude, longitude, depth, currents at depths, battery_voltage",GLOS.xlsx
GLOS,46.969,-88.398,"Station 45025 - South Entry Buoy, South Keweenaw Peninsula, MI",moored_buoy,Y,Yf,X,,,X,,X,X,X,,X,,,X,,,,,,,,,,,,,,"wind_from_direction, wind_speed, wind_speed_of_gust, air_temperature, air_pressure_at_mean_sea_level, sea_water_temperature (sfc, 3m, 6m,  9m, 12m, 16m, 19m, 22m, 26m, 29m, 32m),  dew_point_temperature,  Relative_humidity, surface_downwelling_shortwave_flux_in_air, sea_surface_wave_significant_height, sea_surface_wave_maximum_period ,sea_surface_wave_from_direction, sea_surface_wave_maximum_height, sea_surface_wave_maximum_period, sea_surface_wave_mean_height_of_highest_tenth, surface_downweling_shortwave_flux_in_air, battery_voltage time, latitude, longitude, depth",GLOS.xlsx
GLOS,41.983,-86.617,"Station 45026 - Cook Nuclear Plant Buoy, Stevensville, MI",moored_buoy,Y,N,X,,,X,X,X,X,X,,,,,X,X,,,,,,,,,,,,,"wind_from_direction, wind_speed, wind_speed_of_gust, air_temperature, air_pressure_at_mean_sea_level,  sea_water_temperature, dew_point_temperature, sea_surface_wave_significant_height,  sea_surface_wind_wave_period,sea_surface_wave_from_direction, sea_surface_wave_maximum_height, eastward_current, northward_current, battery_voltage, time, latitude, longitude, depth, relative_humidity, sea_surface_wave_maximum_period, sea_surface_wave_mean_height_of_highest_tenth, sea_water_temperature (1m, 3m, 5m, 7m, 9m, 11m, 13m, 15m, 17m, 19m), curents_at_depths(0m,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m,20m)",GLOS.xlsx
GLOS,46.86,-91.93,"Station 45027 - McQuade Harbor Nearshore, MN",moored_buoy,Y,N,X,,,X,,X,X,X,,X,,,X,,X,,,,,,,X,,,,,"wind_from_direction, wind_speed, wind_speed_of_gust,  air_temperature, air_pressure_at_mean_sea_level,  sea_water_temperature (sfc,  3m, 5m, 10m, 15m, 20m, 25m, 30m, 35m, 40m), dew_point_temperature, surface_downwelling_shortwave_flux_in_air, chlorophyll_fluorescence, sea_water_turbidity, phycocyanin_fluorescence, sea_surface_wave_from_direction,  time, latitude, longitude, depth, air_pressure, sea_water_ph_reported-on_total_scale, sea_surface_wave_significant_height, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_from_direction",GLOS.xlsx
GLOS,46.81,-91.84,Station 45028 - Western Lake Superior,moored_buoy,Y,N,X,,,X,,X,X,X,,X,,,X,,X,,,,,X,,X,,,,,"wind_from_direction, wind_speed, wind_speed_of_gust, air_temperature, air_pressure_at_mean_sea_level, air_pressure, sea_water_temperature (sfc, 3m, 5.5m, 8m, 13m, 18m, 23m, 28m, 33m, 38m, 43m), dew_point_temperature, surface_downwelling_shortwave_flux_in_air, sea_surface_wave_significant_height,   time, latitude, longitude, depth, chlorophyll_fluorescence, sea_water_ph_reported_on_total_scale, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_turbidity, phycocyanin_fluorescence, sea_surface_wave_from_direction",GLOS.xlsx
GLOS,42.9,-86.272,"Station 45029 - Holland Buoy, MI",moored_buoy,Y,N,X,,,X,X,X,X,X,,,,,X,,,,,,,,,,,,,,"wind_from_direction, wind_speed, wind_speed_of_gust,  air_temperature, air_pressure_at_mean_sea_level, sea_water_temperature (sfc, 1m, 3m, 4m, 5m, 6m, 7m, 8m, 9m, 10m, 11m, 12m, 13m, 14m, 15m, 16m, 17m, 18m, 19m, 20m, 21m), dew_point_temperature, sea_surface_wind_wave_period, , sea_surface_wave_significant_height,sea_surface_wave_from_direction, sea_surface_wave_maximum_height, battery_voltage,  time, latitude, longitude, depth, relative_humidity, sea_surface_wave_maximum_period, sea_surface_wave_mean_height_of_highest_tenth",GLOS.xlsx
GLOS,43.179,-86.357,"Station 45161 - Muskegon Buoy, MI",moored_buoy,Y,Yp,X,,,,,X,X,X,,X,,,X,,X,X,,,,X,,X,,,,,"wind_from_direction, wind_speed, wind_speed_of_gust, air_temperature, air_pressure_at_mean_sea_level, sea_water_temperature (1m, 22m), sea_surface_wave_period_at_variance_spectral_density_maximum,   sea_surface_wave_significant_height, sea_surface_wave_from_direction,  sea_surface_wave_maximum_height, sea_water_electrical_conductivity (1m, 22m), sea_water_specific_conductivity, sea_water_turbidity, sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water,  time, latitude, longitude, depth, phycocyanin_fluorescence, fluorescent_dissolved_organic_matter, surface_downwelling_photosynthetic_photon_flux_in_air",GLOS.xlsx
GLOS,44.987,-83.27,"Station 45162 - Thunder Bay Buoy, Alpena, MI",moored_buoy,Y,Yp,X,,,,,X,X,X,,X,,,X,,X,X,,,,X,,X,,,,,"wind_from_direction, wind_speed, wind_speed_of_gust, air_temperature, sea_water_temperature (sfc,19m), sea_surface_wave_significant_height, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_from_direction, sea_surface_wave_maximum_height, air_pressure_at_mean_sea_level, fluorescence_dissolved_organic_matter (19m), sea_water_turbidity (19m), fractional_saturation_of_oxygen_in_sea_water (19m),  chlorophyll_fluorescence (19m), mass_concentration_of_oxygen_in_sea_water (19m), phycocyanin_fluorescence (19m), surface_downwelling_photosynthetic_photon_flux_in_air, sea_water_electrical_conductivity (19m), sea_water_ph_reported_on_total_scale (1m, 19m), sea_water_specific_conductivity (19m), time, latitude, longitude, depth",GLOS.xlsx
GLOS,43.986,-83.595,"Station 45163 - Saginaw Bay Buoy, MI",moored_buoy,Y,Yp,X,,,,,X,X,X,,X,,,X,,X,X,,,,X,,X,,,,,"wind_from_direction, wind_speed, wind_speed_of_gust, air_temperature, sea_water_temperature (1m, 13m), sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_maximum_height, sea_water_electrical_conductivity (1m, 13m),  sea_water_turbidity (1m, 13m), sea_water_ph_reported_on_total_scale (1m, 13m), chlorophyll_fluorescence (1m, 13m), mass_concentration_of_oxygen_in_sea_water (1m, 13m), fractional_saturation_of_oxygen_in_sea_water (1m, 13m), air_pressure_at_mean_sea_level, fluorescent_dissolved_organic_matter (1m, 13m), surface_downwelling_photosynthetic_photon_flux_in_air, sea_surface_wave_period_at_spectral_density_maximum, sea_water_specific_conductivity (1m, 13m), time, latitude, longitude, depth, phycocyanin_fluorescence (1m, 13m)",GLOS.xlsx
GLOS,41.732,-81.694,"Station 45164 - Cleveland Buoy, OH",moored_buoy,Y,N,X,,,,,X,X,X,,,,,X,,,X,,,,,,,,,,,"wind_from_direction, wind_speed, wind_speed_of_gust, air_temperature, air_pressure_at_mean_sea_level, sea_water_temperature(sfc,1m,2m,4m,6m,8m,10,12m,14m,16m,18m,20m, 22m), sea_surface_wave_significant_height, sea_surface_wave_mean_period, sea_water_electrial_conductivity, mass_concentration_of_oxygen_in_sea_water, factional_saturation_of_oxygen_in_sea_water, battery_voltage,  time, latitude, longitude, depth, fluorescent_dissolved_organic_matter, sea_surface_wave_maximum_height",GLOS.xlsx
GLOS,41.702,-83.261,"Station 45165 - Toledo Water Intake Buoy, Oregon, OH",moored_buoy,Y,N,X,,,X,,X,X,X,,X,,,X,X,X,,,,,X,,X,,,,,"wind_from_direction, wind_speed, wind_speed_of_gust, air_temperature,  air_pressure_at_mean_sea_level, sea_water_temperature, dew_point_temperature, sea_surface_wave_mean_period, sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_maximum_height, sea_water_electrical_conductivity, surface_downwelling_shortwave_flux_in_air,  sea_water_turbidity, sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence, phycocyanin_fluorescence, battery_voltage, eastward_current, northward_current, time, latitude, longitude, depth, currents_at_depths(0m,1m,2m,3m,4m,5m,6m,7m,8m)",GLOS.xlsx
GLOS,42.186,-80.137,"Station 45167 - Erie Nearshore Buoy, Erie, PA",moored_buoy,Y,N,X,,,,X,X,X,X,,X,,,X,,X,X,,,,X,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_period_at_spectral_density_maximum, air_temperature, sea_water_temperature (1m), wind_speed, wind_from_direction, wind_speed_of_gust, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, sea_water_ph_reported_on_total_scale, air_pressure_at_mean_sea_level, sea_water_specific_conductivity, surface_downwelling_shortwave_flux_in_air, latitude, longitude, time, depth, relative_humidity, sea_surface_wave_from_direction",GLOS.xlsx
GLOS,42.397,-86.331,"Station 45168 - South Haven Buoy, MI",moored_buoy,Y,N,X,,,X,X,X,X,X,,X,,,X,,,,,,,,,,,,,,"wind_from_direction, wind_speed,  wind_speed_of_gust , air_temperature,  air_pressure_at_mean_sea_level, sea_water_temperature (sfc, 1m, 3m, 5m, 7m, 9m, 11m, 13m, 15m, 17m), dew_point_temperature, sea_surface_wave_significant_height, sea_surface_wave_mean_period, sea_surface_wave_from_direction, sea_surface_wave_maximum_height, surface_downwelling_shortwave_flux_in_air, battery_voltage, time, latitude, longitude, depth, relative_humidity, sea_surface_wave_maximum_period, sea_surface_wave_mean_height_of_highest_tenth",GLOS.xlsx
GLOS,41.615,-81.821,"Station 45169 - Lakewood Buoy, OH",moored_buoy,Y,N,X,,,X,X,X,X,X,,X,,,X,,,X,,,,,,,,,,,"wind_from_direction, wind_speed, wind_speed_of_gust,  air_temperature, air_pressure_at_mean_sea_level, sea_water_temperature(sfc, 17m), dew_point_temperature,   sea_water_electrical_conductivity,  sea_surface_wave_significant_height, sea_surface_wave_mean_period, sea_surface_wave_from_direction, sea_surface_wave_maximum_height, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water,   surface_downwelling_shortwave_flux_in_air, battery_voltage, time, latitude, longitude, depth, fluorescent_dissolved_organic_matter, relative_humidity, sea_surface_wave_mean_height_of_highest_tenth",GLOS.xlsx
GLOS,41.755,-86.968,"Station 45170 - Michigan City Buoy, IN",moored_buoy,Y,N,X,,,X,,X,X,X,,X,,,X,,,,,,,,,,,,,,"wind_from_direction,  wind_speed,  wind_speed_of_gust, ,air_temperature, sea_water_temperature (1m, 2m, 3m, 4m, 5m, 6m, 7m, 8m, 9m, 10m, 11m, 12m, 13m, 14m, 15m, 16m, 17m), dew_point_temperature,  sea_surface_wave_significant_height, sea_surface_wave_period_at_spectral_density_maximum, ,sea_surface_wave_from_direction, surface_downwelling_shortwave_flux_in_air, battery_voltage, time, latitude, longitude, depth, air_pressure_at_mean_sea_level, sea_surface_wave_maximum_height",GLOS.xlsx
GLOS,42.135,-87.655,"Station 45174 - Wilmette, IL",moored_buoy,Y,N,X,,,X,X,X,X,X,,X,,,X,,,,,,,,,,,,,,"wind_from_direction, wind_speed,  wind_speed_of_gust, air_temperature, air_pressure_at_mean_sea_level,  sea_water_temperature (1m, 3m, 5m, 7m, 9m), dew_point_temperature, sea_surface_wave_mean_period, sea_surface_wave_significant_height, sea_surface_wave_from_direction,  surface_downwelling_shortwave_flux_in_air, battery_voltage , time, latitude, longitude, depth,  relative_humidity",GLOS.xlsx
GLOS,45.825,-84.772,"Station 45175 - Mackinac Straits West, Mackinaw City, MI",moored_buoy,Y,Yp,X,,,X,,X,X,X,,X,,,X,X,,,,,,,,,,,,,"wind_from_direction, wind_speed, wind_speed_of_gust,  air_temperature,  air_pressure_at_mean_sea_level, sea_water_temperature (sfc), dew_point_temperature,  Relative_humidity, sea_surface_wave_significant_height, sea_surface_wave_period_at_spectral_density_maximum, sea_surface_wave_from_direction,sea_surface_wave_maximum_height , surface_downwelling_shortwave_flux_in_air, battery_voltage,  time, latitude, longitude, depth, sea_surface_wave_maximum_period, sea_surface_wave_mean_height_of_highest_tenth, northward_sea_water_velocity + eastward_sea_water_velocity (2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m,20m,21m,22m,23m,24m,25m,26m,27m,28m,29m)",GLOS.xlsx
GLOS,41.55,-81.765,"Station 45176 - Cleveland Intake Crib Buoy, OH",moored_buoy,Y,N,X,,,X,,X,X,X,,,,,X,,,X,,,,X,,X,,,,,"wind_from_direction, wind_speed, wind_speed_of_gust,   air_temperature, air_pressure_at_mean_sea_level, dew_point_temperature, sea_water_temperature (1.5m, 3m, 4.5m, 6m, 7.5m, 9m, 10.5m, 11m, 12m, 12.5m, 13m, 13.5m, 14m, 15m, 15.5m), sea_surface_wave_significant_height,  sea_surface_wave_mean_period, sea_surface_wave_from_direction,  sea_water_electrial_conductivity, sea_surface_wave_maximum_height, chlorophyll_fluorescence, phycocyanin_fluorescence, battery_voltage, time, latitude, longitude, depth, fluorescent_dissolved_organic_matter, sea_water_ph_reported_on_total_scale, fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_surface_wave_maximum_period, sea_surface_wave_mean_height_of_highest_tenth",GLOS.xlsx
GLOS,41.894,-87.613,Ohio St. Beach Buoy,moored_buoy,Y,N,,,,,,,,,,,,,X,,X,,,,,,,,,,,,"sea_water_turbidity, sea_surface_temperature, sea_surface_wave_significant_height, latitude, longitude, time",GLOS.xlsx
GLOS,44.98163,-85.83086,Sleeping Bear Dunes,moored_buoy,Y,Yf,X,,,,,X,X,X,,X,,,X,,X,X,,,,X,,,,,,,"wind_from_direction, wind_speed, wind_speed_of_gust, air_temperature, air_pressure_at_mean_sea_level, Relative_Humidity,  sea_water_temperature (0.5m, 1m, 2m, 3m, 4m, 5m, 6m, 7m, 8m, 9m), surface_downwelling_shortwave_flux_in_air, sea_surface_wave_significant_height,  sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_specific_conductivity, sea_water_turbidity, sea_water_ph_reported_on_total_scale, fractional_saturation_of_oxygen_in_sea_water, time, latitude, longitude, depth, battery_voltage, sea_surface_wave_from_direction, mass_concentration_of_oxygen_in_sea_water",GLOS.xlsx
GLOS,44.55028,-87.95888,Green Bay East,moored_buoy,Y,N,X,,,,,,X,,,,,,,,X,X,,,,X,,,,,,,"wind_from_direction, wind_speed, sea_water_temperature, sea_water_electrical_conductivity, sea_water_pH_reported_on_total_scale, sea_water_turbidity, phycocyanin_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, battery_voltage, photosynthetic_available_radiation, fluorescent_dissolved_organic_matter, latitude, longitude, depth, time",GLOS.xlsx
GLOS,44.57673,-87.98761,Green Bay West,moored_buoy,Y,N,X,,,,,,X,,,,,,,,X,X,,,,X,,,,,,,"wind_from_direction, wind_speed, sea_water_temperature, sea_water_electrical_conductivity, sea_water_pH_reported_on_total_scale, sea_water_turbidity, phycocyanin_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, battery_voltage, photosynthetic_available_radiation, fluorescent_dissolved_organic_matter, latitude, longitude, depth, time",GLOS.xlsx
GLOS,42.367168,-87.795225,Waukegan Buoy,moored_buoy,Y,N,X,,,,,,X,X,,,,,X,X,,,,,,,,,,,,,"Wind_from_direction; Wind_speed; Wind_speed_of_gust; Air_temperature; sea_water_temperature (1m), eastward_sea_water_velocity + Northward_sea_water_velocity ( 2m); sea_surface_wave_significant_height; sea_surface_wave_mean_period,; sea_surface_wave_from_direction, sea_surface_wave_maximum_height, Battery_voltage; sea_surface_wave_maximum_period, sea_surface_wave_mean_height_of_highest_tenth, air_pressure_at_mean_sea_level",GLOS.xlsx
GLOS,42.490631,-87.778884,Winthrop Harbor Buoy,moored_buoy,Y,N,X,,,,,,X,X,,,,,X,X,,,,,,,,,,,,,"Wind_from_direction; Wind_speed; Wind_speed_of_gust; Air_temperature; sea_water_temperature (1m), eastward_sea_water_velocity + Northward_sea_water_velocity ( 2m); sea_surface_wave_significant_height; sea_surface_wave_mean_period,; sea_surface_wave_from_direction, sea_surface_wave_maximum_height, Battery_voltage; sea_surface_wave_maximum_period, sea_surface_wave_mean_height_of_highest_tenth, air_pressure_at_mean_sea_level",GLOS.xlsx
GLOS,43.49,-79.52,Oswego Nearshore Monitoring Buoy,moored_buoy,Y,N,X,,,,,X,X,X,,X,,,X,X,X,,,,,,,,,,,,"wind_from_direction, wind_speed, wind_speed_of_gust, air_temperature, air_pressure_at_mean_sea_level, sea_water_temperature(sfc,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m), Relative_humidity, surface_downwelling_shortwave_flux_in_air, sea_water_electrical_conductivity, time, latitude, longitude, depth, sea_water_turbidity, sea_surface_wave_mean_period, sea_surface_wave_significant_height, sea_surface_wave_maximum_height, sea_surface_wave_from_direction, northward_sea_water_velocity+eastward_sea_water_velocity (1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m)",GLOS.xlsx
