RA,Latitude,Longitude,station_long_name,Platform,Operational,station_deployment,RA_Funded,Water_temp,Salinity,Wtr_press,Dew_pt,Rel_hum,Air_temp,Winds,Air_press,Precip,Solar_radn,Visibility,Water_level,Waves,Currents,Turbidity,DO,pCO2_water,pCO2_air,TCO2,pH,OmgArag_st,Chl,Nitrate,CDOM,Alkalinity,Acoustics,Raw_Vars,file
GLOS,41.721,-81.363,Mentor Wet Well (lementor),fixed,Y,2015-11-19 00:00:00,N,X,,,,,,,,,,,,,,X,X,,,,X,,X,,X,,,"sea_water_temperature, sea_water_conductivity, sea_water_turbidity, sea_water_ph_reported_on_total_scale, mass_concentration_of_chlorophyll_in_sea_water, dissolved_oxygen , fractional_saturation_of_oxygen_in_sea_water,  blue_green_algae time, latitude, longitude, depth, fdom",GLOS.xlsx
GLOS,41.54,-82.73,Marblehead Pump Station (lemrbhd),fixed,Y,2015-05-01 00:00:00,N,X,,,,,,,,,,,,,,,,,,,X,,X,,X,,,"sea_water_temperature, sea_water_conductivity, sea_water_ph_reported_on_total_scale, mass_concentration_of_chlorophyll_in_sea_water,  blue_green_algae, time, latitude, longitude, depth",GLOS.xlsx
GLOS,41.51,-82.94,Ottawa County Pump Station (leoc),fixed,Y,2015-05-01 00:00:00,N,X,,,,,,,,,,,,,,,X,,,,X,,X,,X,,,"sea_water_temperature, sea_water_conductivity, sea_water_ph_reported_on_total_scale, mass_concentration_of_chlorophyll_in_sea_water, dissolved_oxygen, fractional_saturation_of_oxygen_in_sea_water,  blue_green_algae time, latitude, longitude, depth, fdom",GLOS.xlsx
GLOS,41.67,-83.29,City of Oregon OH Pump Station (leorgn),fixed,Y,2015-05-01 00:00:00,N,X,,,,,,,,,,,,,,X,,,,,X,,X,,X,,,"sea_water_temperature, sea_water_conductivity, sea_water_ph_reported_on_total_scale, mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity, blue_green_algae time, latitude, longitude, depth, fdom",GLOS.xlsx
GLOS,41.427553,-82.359059,Lake Erie Early Warning Network - City of Vermillion,fixed,Y,2019-07-01 00:00:00,Y,X,,,,,,,,,,,,,,X,,,,,X,,X,,X,,,"sea_water_temperature, sea_water_conductivity, sea_water_ph_reported_on_total_scale, mass_concentration_of_chlorophyll_in_sea_water,  blue_green_algae, time, latitude, longitude, depth, sea_water_turbidity",GLOS.xlsx
GLOS,41.66,-82.82,Gibraltar Island Buoy (osugi),moored_buoy,Y,2015-05-01 00:00:00,N,X,,,,X,X,X,X,,,,,X,,X,X,,,,X,,X,,X,,,"mass_concentration_of_chlorophyll_in_sea_water, sea_surface_wind_wave_period, Relative Humidity, air_temperature, sea_water_temperature, wind_from_direction, sea_water_conductivity, wind_speed, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, sea_water_ph_reported_on_total_scale, air_pressure_at_sea_level, time, latitude, longitude, depth, blue_green_algae, air_pressure_at_sea_level, air_temperature, wind_from_direction, wind_speed, relative_humidity, fdom",GLOS.xlsx
GLOS,42.14,-80.13,Presque Isle Bay Surface Data Buoy,moored_buoy,Y,2016,N,X,,,,,,,,,,,,,,X,X,,,,X,,,,,,,"sea_water_temperature, sea_water_temperature_Depths, sea_water_ph_reported_on_total_scale, sea_water_turbidity, dissolved_oxygen, fractional_saturation_of_oxygen_in_sea_water, time, latitude, longitude, depth, fdom",GLOS.xlsx
GLOS,41.288628,-82.500714,Sandusky Bay Bridge,fixed,Y,2020-05-31 00:00:00,N,X,,,,,,,,,,,,,X,X,X,,,,X,,X,,X,,,"sea_water_temperature, water_currents, sea_water_conductivity, sea_water_turbidity, sea_water_ph_reported_on_total_scale, mass_concentration_of_chlorophyll_in_sea_water, dissolved_oxygen , fractional_saturation_of_oxygen_in_sea_water,  blue_green_algae, battery_voltage,  time, latitude, longitude, depth, fdom, water_currents(sfc, 1m)",GLOS.xlsx
GLOS,41.645815,-82.812822,Lake Erie Early Warning Network - Put in Bay ,moored_buoy,Y,2019-07-01 00:00:00,Y,X,,,,,,,,,,,,,,X,X,,,,X,,X,,X,,,"sea_water_temperature, sea_water_conductivity, sea_water_turbidity, sea_water_ph_reported_on_total_scale, mass_concentration_of_chlorophyll_in_sea_water, dissolved_oxygen , fractional_saturation_of_oxygen_in_sea_water,  blue_green_algae, battery_voltage,  time, latitude, longitude, depth",GLOS.xlsx
GLOS,45.773,-84.137,"Station SRLM4 - Spectacle Reef Light, MI",tower,Y,2008-09-24 00:00:00,Yp,X,,,X,,X,X,,,,,,,,,,,,,,,,,,,,"wind_from_direction, wind_speed, air_temperature, dew_point_temperature, sea_water_temperature, time, latitude, longitude, depth",GLOS.xlsx
GLOS,41.68,-83.31,City of Toledo Water Intake Crib (tolcrib),moored_buoy,Y,2015-05-01 00:00:00,N,X,,,X,X,X,X,X,,,,,,,X,,,,,X,,X,,X,,,"wind_from_direction, wind_speed, wind_speed_of_gust, air_pressure_at_sea_level,  sea_water_temperature, sea_water_conductivity, sea_water_ph_reported_on_total_scale, mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity, blue_green_algae, time, latitude, longitude, depth, blue_green_algae, air_temperature, dew_point_temperature, relative_humidity, photosynthetically_available_radiation",GLOS.xlsx
GLOS,41.68,-83.31,Toledo Low Service Pump Station (tollsps),fixed,Y,2015-05-01 00:00:00,N,X,,,,,,,,,,,,,,X,,,,,X,,X,,X,,,"sea_water_temperature, sea_water_conductivity, mass_concentration_of_chlorophyll_in_sea_water, , sea_water_ph_reported_on_total_scale, sea_water_turbidity, , blue_green_algae, time, latitude, longitude, depth, fdom",GLOS.xlsx
GLOS,45.57,-84.67,UM Bio Station Buoy (UMBIO),moored_buoy,Y,2010-08-18 00:00:00,Yp,X,,,X,,X,X,X,,X,,,,,X,X,,,,X,,X,,X,,,"wind_from_direction,  wind_speed, wind_speed_of_gust , air_temperature, air_pressure_at_sea_level, sea_water_temperature (sfc, 4m, 7m, 910m, 12m, 15m, 1718m, 2021m, 23m),dew_point_temperature,solar_irradiance, sea_water_conductivity, Relative humidity, sea_water_turbidity,  sea_water_ph_reported_on_total_scale, mass_concentration_of_chlorophyll_in_sea_water, dissolved_oxygen, fractional_saturation_of_oxygen_in_sea_water, blue_green_algae, battery_voltage ,time, latitude, longitude, depth, fdom",GLOS.xlsx
GLOS,41.72,-83.37,Little Cedar Point Buoy (utlcp),moored_buoy,Y,2015-05-01 00:00:00,N,X,,,,,X,X,X,,,,,,,X,X,,,,X,,X,,X,,,"wind_from_direction, wind_speed,  air_temperature, air_pressure_at_sea_level, sea_water_temperature, sea_water_conductivity, mass_concentration_of_chlorophyll_in_sea_water, , sea_water_turbidity, sea_water_ph_reported_on_total_scale,  dissolved_oxygen, fractional_saturation_of_oxygen_in_sea_waterblue_green_algae, battery_voltage, time, latitude, longitude, depth, fdom",GLOS.xlsx
GLOS,41.84999,-82.43,Uwindsor Raeon Buoy 3,moored_buoy,Y,2019-07-03 00:00:00,N,X,,,,,X,X,X,,,,,X,,,,,,,,,,,,,,"wind_from_direction, wind_speed, wind_speed_gust, ,  air_temperature, air_pressure_at_sea_level,  sea_water_temperature (sfc, 1m, 2m, 3m, 4m, 5m, 6m, 7m, 8m, 9m), sea_surface_wave_significant_height, sea_surface_wind_wave_period, sea_surface_wave_from_direction,  battery_voltage, latitude, longitude, depth",GLOS.xlsx
GLOS,42.140516,-83.64645,Uwindsor Raeon Buoy 4,moored_buoy,Y,2019-08-12 00:00:00,N,,,,,,X,X,,,,,,X,,,,,,,,,,,,,,"wind_from_direction, wind_speed, air_temperature, sea_surface_wave_significant_height, sea_surface_wind_wave_period, sea_surface_wave_from_direction, , battery_voltage, time, latitude, longitude",GLOS.xlsx
GLOS,45.842,-85.135,"Station WSLM4 - White Shoal Light, MI",tower,Y,2016-02-22 00:00:00,Yp,X,,,X,,X,X,X,,,,,,,,,,,,,,,,,,,"wind_from_direction, wind_speed, air_pressure_at_sea_level, air_temperature, sea_water_temperature, dew_point_temperature, time, latitude, longitude, depth",GLOS.xlsx
GLOS,47.21,-88.62,Keweenaw Waterway Buoy Thermistor Chain Data - North,moored_buoy,U,2009-10-10 00:00:00,Yp,,,,,,,,,,,,,,,,,,,,,,,,,,,"time, latitude, longitude, depth, water_temperature",GLOS.xlsx
GLOS,46.98,-88.43,Keweenaw Waterway Buoy Thermistor Chain Data - South,moored_buoy,U,2009-10-10 00:00:00,Yp,,,,,,,,,,,,,,,,,,,,,,,,,,,"time, latitude, longitude, depth, water_temperature",GLOS.xlsx
GLOS,47.12014,-88.55287,GLRC Waterfront Meteorological Station,tower,Y,2017-11-01 00:00:00,N,,,,X,,X,X,X,,X,,,,,,,,,,,,,,,,,"wind_from_direction, wind_speed, wind_speed_gust, air_temperature, air_pressure_at_sea_level, battery_voltage, dew_point_temperature, solar_irradiance, photosynthetic_active_radiation, latitude, longitude, time, depth",GLOS.xlsx
GLOS,42.02185,-82.66967,UWSS_RAEON1,moored_buoy,Y,2020-08-25 00:00:00,Yp,X,,,,,X,X,X,,,,,X,X,,,,,,,,,,,,,"wind_from_direction, wind_speed, wind_speed_gust, air_temperature, air_pressure_at_sea_level, sea_water_temperature (sfc, 1m, 2m, 3m, 4m, 5m, 6m, 7m, 8m, 9m), sea_surface_wave_significant_height, sea_surface_wind_wave_period, sea_surface_wave_from_direction,  battery_voltage, latitude, longitude, depth, sea_surface_wave_maximum_height, water_currents(2m,3m,4m,5m,6m,7m,8m,9m,10m,11m)",GLOS.xlsx
GLOS,41.99224,-82.717331,UWSS-RAEON2,moored_buoy,Y,2020-08-25 00:00:00,Yp,X,,,,,X,X,X,,,,,X,,,,,,,,,,,,,,"air_pressure_at_sea_level, air_temperature, battery_voltage, significant_wave_direction, significant_wave_height, significant_wave_period, maximum_wave_height, water_temperature, sea_water_temperature (1m, 2m, 3m, 4m, 5m, 6m, 7m, 8m, 9m), sea_surface_wave_maximum_period, sea_surface_wave_mean_height_of_highest_tenth, wind_from_direction, wind_speed, wind_speed_of_gust",GLOS.xlsx
MARACOOS,38.796,-76.7208,Iron_Pot_Landing - Maryland DNR Station,fixed,Y,2003,N,X,X,,,,,,,,,,,,,X,X,,,,X,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",MARACOOS.xlsx
MARACOOS,38.7813,-76.7137,Jug_Bay - Maryland DNR Station,fixed,Y,2003,N,X,X,,,,,,,,,,,,,X,X,,,,X,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",MARACOOS.xlsx
MARACOOS,38.7433,-76.7074,Mataponi - Maryland DNR Station,fixed,Y,2003,N,X,X,,,,,,,,,,,,,X,X,,,,X,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",MARACOOS.xlsx
MARACOOS,39.2854,-76.6088,Aquarium_West - Maryland DNR Station,fixed,Y,2016,N,X,X,,,,,,,,,,,,,X,X,,,,X,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",MARACOOS.xlsx
MARACOOS,39.2855,-76.608,Aquarium_East - Maryland DNR Station,fixed,Y,2016,N,X,X,,,,,,,,,,,,,X,X,,,,X,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",MARACOOS.xlsx
MARACOOS,39.2282,-76.4006,Pleasure_Island - Maryland DNR Station,fixed,Y,2015,N,X,X,,,,,,,,,,,,,X,X,,,,X,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",MARACOOS.xlsx
MARACOOS,39.0075,-76.4003,Sandy_Pt_South_Beach - Maryland DNR Station,fixed,Y,2004,N,X,X,,,,,,,,,,,,,X,X,,,,X,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",MARACOOS.xlsx
MARACOOS,38.7037,-76.3453,Tinghman_Island - Maryland DNR Station,fixed,Y,2017,N,X,X,,,,,,,,,,,,,X,X,,,,X,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",MARACOOS.xlsx
MARACOOS,38.4418,-76.3029,Taylors Island - Maryland DNR Station,fixed,Y,2017,N,X,X,,,,,,,,,,,,,X,X,,,,X,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",MARACOOS.xlsx
MARACOOS,39.4508,-76.2746,Otter_Point_Creek - Maryland DNR Station,fixed,Y,2003,N,X,X,,,,,,,,,,,,,X,X,,,,X,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",MARACOOS.xlsx
MARACOOS,39.2135,-76.2462,Tolchester - Maryland DNR Station,fixed,Y,2015,N,X,X,,,,,,,,,,,,,X,X,,,,X,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",MARACOOS.xlsx
MARACOOS,39.3539,-76.1296,Camp_Tockwogh - Maryland DNR Station,fixed,Y,2015,N,X,X,,,,,,,,,,,,,X,X,,,,X,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",MARACOOS.xlsx
MARACOOS,39.3723,-75.8399,Budds_Landing - Maryland DNR Station,fixed,Y,2007,N,X,X,,,,,,,,,,,,,X,X,,,,X,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",MARACOOS.xlsx
MARACOOS,38.2086,-75.8046,Little Monie Creek - Maryland DNR Station,fixed,Y,2006,N,X,X,,,,,,,,,,,,,X,X,,,,X,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",MARACOOS.xlsx
MARACOOS,38.1483,-75.2862,Public Landing - Maryland DNR Station,fixed,Y,2005,N,X,X,,,,,,,,,,,,,X,X,,,,X,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",MARACOOS.xlsx
MARACOOS,38.2674,-75.1981,Newport Creek- Maryland DNR Station,fixed,Y,2006,N,X,X,,,,,,,,,,,,,X,X,,,,X,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",MARACOOS.xlsx
MARACOOS,38.424,-75.1886,Bishopville Prong - Maryland DNR Station,fixed,Y,2003,N,X,X,,,,,,,,,,,,,X,X,,,,X,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",MARACOOS.xlsx
MARACOOS,38.449,-75.1325,Greys Creek - Maryland DNR Station,fixed,Y,2008,N,X,X,,,,,,,,,,,,,X,X,,,,X,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",MARACOOS.xlsx
MARACOOS,40.721538,-74.0156,Pier 26 Weather/Hydro Station - HRECOS,fixed,Y,2016,N,X,X,,X,X,X,X,X,X,,,,,,X,X,,,,X,,,,,,,"air_pressure, air_temperature, dew_point_temperature, dissolved_oxygen_saturation, precipitation_amount, dissolved_oxygen, relative_humidity, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, wind_from_direction, wind_speed",MARACOOS.xlsx
MARACOOS,40.764628,-74.003186,Pier_84 Hydro/weather Station - HRECOS,fixed,Y,2012,N,X,X,,X,X,X,X,X,X,,,,,,X,X,,,,X,,,,,,,"air_pressure, air_temperature, dew_point_temperature, dissolved_oxygen_saturation, precipitation_amount, dissolved_oxygen, relative_humidity, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, wind_from_direction, wind_speed",MARACOOS.xlsx
MARACOOS,42.8302,-73.9925,Port of Albany hydro/weather station - HRECOS,fixed,Y,2012,N,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,"air_pressure, air_temperature, dew_point_temperature, relative_humidity,  wind_from_direction, wind_direction_standard_deviation, wind_gust, wind_speed, surface_upwelling_photosynthetic_photon_flux_in_air, precipitation_amount, surface_upwelling_photosynthetic_photon_flux_in_air",MARACOOS.xlsx
MARACOOS,42.8281,-73.9904,Mowhawk R. Lock 8 Hydrologic station - HRECOS,fixed,Y,2012,N,X,X,,,,,,,,,,X,,,X,X,,,,X,,,,,,,"dissolved_oxygen_saturation, dissolved_oxygen, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, water_level_observed",MARACOOS.xlsx
MARACOOS,41.3861,-73.955,West Point USGS hydrologic Station,fixed,Y,2016,N,X,X,,,,,,,,,,,,,X,X,,,,X,,,,,,,"dissolved_oxygen_saturation, dissolved_oxygen, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, ",MARACOOS.xlsx
MARACOOS,41.831876,-73.941606,Norrie Point hydro/weather station - HRECOS,fixed,Y,2008,N,X,X,,X,X,X,,X,X,X,,,,,X,X,,,,X,,X,,,,,"air_pressure, air_temperature, dew_point_temperature, dissolved_oxygen_saturation, precipitation_amount, dissolved_oxygen, relative_humidity, mass_concentration_of_chlorophyll_a_in_sea_water, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, surface_upwelling_photosynthetic_photon_flux_in_air",MARACOOS.xlsx
MARACOOS,42.851,-73.887,Mowhawk R. Rexford Bridge hydrologic station - HRECOS,fixed,Y,2014,N,X,X,,,,,,,,,,X,,,X,X,,,,X,,,,,,,"dissolved_oxygen_saturation, dissolved_oxygen, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, water_level_observed",MARACOOS.xlsx
MARACOOS,42.5012,-73.780381,Schodak Island weather station - HRECOS,fixed,Y,2013,N,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,"air_pressure, air_temperature, dew_point_temperature, relative_humidity,  wind_from_direction, wind_direction_standard_deviation, wind_gust, wind_speed, surface_upwelling_photosynthetic_photon_flux_in_air, precipitation_amount, surface_upwelling_photosynthetic_photon_flux_in_air",MARACOOS.xlsx
MARACOOS,42.4996,-73.7768,Schodak Island hydrologic station - HRECOS,fixed,Y,2008,N,X,X,,,,,,,,,,X,,,X,X,,,,X,,,,,,,"dissolved_oxygen_saturation, dissolved_oxygen, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, water_level_observed",MARACOOS.xlsx
MARACOOS,42.61954,-73.7589,Port of Albany hydro/weather station - HRECOS,fixed,Y,2011,N,X,X,,X,X,X,X,X,X,X,,,,,X,X,,,,X,,,,,,,"air_pressure, air_temperature, dew_point_temperature, dissolved_oxygen_saturation, precipitation_amount, dissolved_oxygen, relative_humidity, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, wind_from_direction, wind_speed, surface_upwelling_photosynthetic_photon_flux_in_air",MARACOOS.xlsx
MARACOOS,41.043,-73.896,Piermont Pier weather/hydro Station - HRECOS,fixed,Y,2008,N,X,X,,X,X,X,X,X,X,,,,,,X,X,,,,X,,,,,,,"air_pressure, air_temperature, dew_point_temperature, dissolved_oxygen_saturation, precipitation_amount, dissolved_oxygen, relative_humidity, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, wind_from_direction, wind_speed",MARACOOS.xlsx
MARACOOS,41.7206,-73.9388,Pump Station (Marist/County/USGS) - HRECOS,fixed,Y,2012,N,X,X,,,,,,,,,,X,,,X,X,,,,X,,,,,,,"dissolved_oxygen_saturation, dissolved_oxygen, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, water_level_observed",MARACOOS.xlsx
MARACOOS,39.2447,-76.5972,Masonville_Cove_Pier - Maryland DNR Station,fixed,Y,2013,N,X,X,,,,,,,,,,,,,X,X,,,,X,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",MARACOOS.xlsx
MARACOOS,39.2717,-73.8892,Atlantic Shores Offshore Wind Lidar Buoy,moored_buoy,Y,2020-07-01 00:00:00,N,X,X,X,,X,X,X,X,,,,,X,X,,,,,,,,,,,,,"air_pressure, air_temperature, relative_humidity, wind_from_direction, wind_speed, wind_speed_of_gust, sea_water_practical_salinity, sea_water_temperature (1m, 2m, 32m), sea_water velocity_to_direction (3D),  sea_water_speed (3D), sea_surface_wave_from_direction, sea_surface_wave_mean_period, sea_surface_wave_significant_height, sea_water_pressure",MARACOOS.xlsx
MARACOOS,36.90463,-75.71265,"Weatherflow, station_150651",fixed,N,nan,N,,,,,,,X,,,,,,,,,,,,,,,,,,,," wind_from_direction, wind_speed, wind_speed_of_gust",MARACOOS.xlsx
MARACOOS,36.94523,-76.39145,"Weatherflow, station_160416",fixed,Y,nan,N,,,,,,,X,,,,,,,,,,,,,,,,,,,," wind_from_direction, wind_speed, wind_speed_of_gust",MARACOOS.xlsx
MARACOOS,37.78799,-75.9735,"Weatherflow, station_161219",fixed,Y,nan,N,,,,,,,X,,,,,,,,,,,,,,,,,,,," wind_from_direction, wind_speed, wind_speed_of_gust",MARACOOS.xlsx
MARACOOS,36.9178,-76.09045,"Weatherflow, station_181396",fixed,Y,nan,N,,,,,,,X,,,,,,,,,,,,,,,,,,,," wind_from_direction, wind_speed, wind_speed_of_gust",MARACOOS.xlsx
MARACOOS,38.32699,-75.08321,"Weatherflow, station_340",fixed,Y,nan,N,,,,,,,X,,,,,,,,,,,,,,,,,,,," wind_from_direction, wind_speed, wind_speed_of_gust",MARACOOS.xlsx
MARACOOS,36.92706,-76.00665,"Weatherflow, station_397",fixed,Y,nan,N,,,,,,,X,,,,,,,,,,,,,,,,,,,," wind_from_direction, wind_speed, wind_speed_of_gust",MARACOOS.xlsx
MARACOOS,37.60166,-75.68974,"Weatherflow, station_48410",fixed,N,nan,N,,,,,,,X,,,,,,,,,,,,,,,,,,,," wind_from_direction, wind_speed, wind_speed_of_gust",MARACOOS.xlsx
MARACOOS,36.58971,-76.02099,"Weatherflow, station_48593",fixed,Y,nan,N,,,,,,,X,,,,,,,,,,,,,,,,,,,," wind_from_direction, wind_speed, wind_speed_of_gust",MARACOOS.xlsx
MARACOOS,37.03652,-76.07666,"Weatherflow, station_693",fixed,Y,nan,N,,,,,,,X,,,,,,,,,,,,,,,,,,,," wind_from_direction, wind_speed, wind_speed_of_gust",MARACOOS.xlsx
MARACOOS,36.83037,-75.96657,"Weatherflow, station_85054",fixed,Y,nan,N,,,,,,,X,,,,,,,,,,,,,,,,,,,," wind_from_direction, wind_speed, wind_speed_of_gust",MARACOOS.xlsx
NANOOS,47.9666,-124.96,Ćhába UW/NANOOS Moored Buoy near La Push,moored_buoy,Y,07/2010,Yp,X,X,X,,,X,,X,,,,,,,X,X,X,X,,X,,X,,,,,"air_temperature (2.7m), surface_air_pressure (2.7m), surface_partial_pressure_of_carbon_dioxide_in_air (3m), sea_water_temperature (-1m, -1.5m, -60m), sea_water_salinity (-1m, -1.5m), sea_water_pressure (-60m), mass_concentration_of_chlorophyll_in_sea_water (-1m, -1.5m), sea_water_turbidity (-1m, -1.5m), mass_concentration_of_oxygen_in_sea_water (-1m, -1.5m), sea_water_ph_reported_on_total_scale (-1m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (-1m)",NANOOS.xlsx
NANOOS,47.9667,-124.9549,"UW/NANOOS NEMO Subsurface profiler with NOAA ESP, near La Push",moored_buoy,Y,08/2011,Yp,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,"sea_water_temperature (-16m), sea_water_salinity (-16m), sea_water_pressure (-16m)",NANOOS.xlsx
NANOOS,47.7612,-122.3972,Profiling Buoy at Point Wells - Central Sound,profiling_buoy,Y,07/2009,Yp,X,X,,X,X,X,X,X,,,,,,,,X,,,,,,X,,,,,"air_temperature (2m), surface_air_pressure (2m), relative_humidity (2m), dew_point_temperature (2m), wind_from_direction (2m), wind_speed (2m), wind_speed_of_gust (2m), sea_water_temperature (PROFILE), sea_water_salinity (PROFILE), sea_water_sigma_t (PROFILE), surface_downwelling_photosynthetic_radiative_flux_in_air (2m), mass_concentration_of_chlorophyll_in_sea_water (PROFILE), mass_concentration_of_oxygen_in_sea_water (PROFILE), fractional_saturation_of_oxygen_in_sea_water (PROFILE)",NANOOS.xlsx
NANOOS,47.28,-122.73,Profiling Buoy at Carr Inlet - South Sound,profiling_buoy,Y,> 5 yr,Yp,X,X,,X,X,X,X,X,,,,,,,,X,,,,X,,X,,,,,"air_temperature (2m), surface_air_pressure (2m), relative_humidity (2m), dew_point_temperature (2m), wind_from_direction (2m), wind_speed (2m), wind_speed_of_gust (2m), sea_water_temperature (PROFILE), sea_water_salinity (PROFILE), sea_water_sigma_t (PROFILE), surface_downwelling_photosynthetic_radiative_flux_in_air (2m), mass_concentration_of_chlorophyll_in_sea_water (PROFILE), mass_concentration_of_oxygen_in_sea_water (PROFILE), fractional_saturation_of_oxygen_in_sea_water (PROFILE), sea_water_ph_reported_on_total_scale (-1m)",NANOOS.xlsx
NANOOS,46.21,-123.714,Cathlamet Bay North Channel (USCG day mark green 3),fixed,Y,> 5 yr,Yp,X,X,,,,,,,,,,,,,,,,,,,,,,,,,"sea_water_temperature (-6.5m), sea_water_salinity (-6.5m)",NANOOS.xlsx
NANOOS,46.2591,-123.6149,Elliott Point,moored_buoy,Y,07/2017,Yp,X,X,,,,,,,,,,,,,,,,,,,,,,,,,"sea_water_temperature (-0.5m, -13m), sea_water_salinity (-13m)",NANOOS.xlsx
