RA,Station_ID,WMO_CMAN_ID,Station_Long_Name,Station_Description,Latitude,Longitude,Platform_Type,Station_Deployment,Currently_Operational,Platform_Funder,RA_Funded,Platform_Operator,Operator_Sector,Platform_Maintainer,Data_Manager,Variable_Names,Additional_notes,file,CARICOOS Contact (Name and Email),RA/Federal Affiliation,Dataset ID,Unnamed: 15,Unnamed: 18
GLOS,RDC_NSF,,Radioacively-driven convection National Science Foundation buoy,A seasonal deployed buoy used to observe radioactively driven convection in western Lake Supeior. ,47.43,-89.7133,moored_buoy,2021-04-14 00:00:00,Y,,N,University of Minnesota-Duluth,academic,,,"air_pressure_at_mean_sea_level, air_temperature, solar_irradiance, sea_water_turbidity, sea_surface_water_temperature, wind_from_direction, wind_speed, latitude, longitude, depth","Only deployed in the spring, per the PI's proposals",GLOS.xlsx,,,,,
GLOS,,45196,"Rocky River, OH",,41.5209,-81.8803,moored_buoy,2021-06-30 00:00:00,Y,,N,Cleveland Water,gov_municipal,,,"air_temperature, air_pressure_at_mean_sea_level, mass_concentration_of_blue_green_algae_in_sea_water_rfu, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_maximum_height, sea_surface_wave_from_direction, oxidation_reduction_potential, surface_downwelling_photosynthetic_photon_flux_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_electrical_conductivity, sea_water_turbidity, battery_voltage, wind_from_direction, wind_speed_of_gust, wind_speed, sea_water_temperature (sfc, 1m, 2m, 3m, 4m, 5m), sea_surface_wave_significant_height, relative_humidity, latitude, longitude, time, depth",This is a newly deployed buoy and has not been included in previous reports to IOOS.,GLOS.xlsx,,,obs_96,,
GLOS,,45197,"Euclid, OH",,41.6194,-81.6176,moored_buoy,2021-06-30 00:00:00,Y,,N,Cleveland Water,gov_municipal,,,"air_temperature, air_pressure_at_mean_sea_level, mass_concentration_of_blue_green_algae_in_sea_water_rfu, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_maximum_height, sea_surface_wave_from_direction, oxidation_reduction_potential, surface_downwelling_photosynthetic_photon_flux_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_electrical_conductivity, sea_water_turbidity, battery_voltage, wind_from_direction, wind_speed_of_gust, wind_speed, sea_water_temperature (sfc, 1m, 2m, 3m, 4m, 5m), sea_surface_wave_significant_height, relative_humidity, latitude, longitude, time, depth",This is a newly deployed buoy and has not been included in previous reports to IOOS.,GLOS.xlsx,,,obs_97,,
GLOS,WALNUT,,Walnut Creek Buoy,,41.13183,-80.269722,moored_buoy,2018,Y,,Yp,Regional Science Consortium,nonprofit,,,"air_temperature, relative_humidity, wind_speed, wind_speed_of_gust, solar_irradiance, air_presure_at_mean_sea_level, sea_surface_wave_significant_height, sea_surface_wave_maximum_height, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature, sea_water_electrical_conductivity, sea_water_ph_reported_on_total_scale, sea_water_turbidity, mass_concentration_of_blue_green_algae_in_sea_water_rfu, latitude, longitude, time, depth","This buoy is not currently reporting data to GLOS due to system issues, but we are working with provider to correct this issue for 2022.",GLOS.xlsx,,,,,
GLOS,BEACH2,,Beach2 Buoy,,42.126653,-80.14903,moored_buoy,2018,Y,,N,Regional Science Consortium,nonprofit,,,"sea_water_temperature, sea_water_electrical_conductivity, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, chlorophyll_fluorescence, mass_concentration_of_blue_green_algae_in_sea_water_rfu, latitude, longitude, time, depth","This buoy is not currently reporting data to GLOS due to system issues, but we are working with provider to correct this issue for 2022.",GLOS.xlsx,,,,,
GLOS,BEACH2_T,,Beach2 Meteorological Tower,,42.126286,-80.147505,tower,2018,Y,,N,Regional Science Consortium,nonprofit,,,"solar_irradiance, wind_from_direction, wind_speed, wind_speed_of_gust, air_temperature, relative_humidity, latitude, longitude, time","This asset is not currently reporting data to GLOS due to system issues, but we are working with provider to correct this issue for 2022.",GLOS.xlsx,,,obs_4,,
GLOS,BEACH6,,Beach6 Buoy,,42.144335,-80.139368,moored_buoy,2018,Y,,N,Regional Science Consortium,nonprofit,,,"sea_water_temperature, sea_water_electrical_conductivity, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, chlorophyll_fluorescence mass_concentration_of_blue_green_algae_in_sea_water_rfu, sea_water_ph_reported_on_total_scale, latitude, longitude, time, depth","This buoy is not currently reporting data to GLOS due to system issues, but we are working with provider to correct this issue for 2022.",GLOS.xlsx,,,,,
GLOS,,45198,Chicago Buoy,,41.8925,-87.563056,moored_buoy,2021-08-05 00:00:00,Y,,N,Illinois-Indiana Sea Grant,academic,,,"wind_speed, wind_speed_gust, wind_from_direction, air_temperature, air_pressure_at_mean_sea_level, relative_humidity, solar_irradiance, sea_water_temperature(1m, 3m, 5m, 7m, 9m), sea_surface_wave_from_direction, sea_surface_wave_mean_period, sea_surface_wave_significant_height, latitude, longitude,, time, depth",This is a newly deployed buoy and has not been included in previous reports to IOOS.,GLOS.xlsx,,,obs_98,,
GLOS,MBB,,Mikwakwe Bay Buoy,,46.888241,-91.047997,moored_buoy,2021-07-15 00:00:00,Y,,N,Unviersity of Wisconsin-Milwaukee,academic,,,"chlorophyll_fluorescence, sea_water_temperature(1m,2m,3m,4m,5m,6m,7m,8m), sea_surface_temperature, battery_voltage, latitude, longitude, mass_concentration_of_blue_green_algae_in_sea_water_rfu, time, depth",This is a newly deployed buoy and has not been included in previous reports to IOOS.,GLOS.xlsx,,,,,
GLOS,TREC_T,,TREC Weather Station,,42.109824,-80.154185,tower,2018,Y,,N,Regional Science Consortium,nonprofit,,,"solar_irradiance, wind_from_direction, wind_speed, wind_speed_of_gust, air_temperature, relative_humidity, air_pressure_at_mean_sea_level, precipitation_rate, precipitation_accumulated, time, latitude, longitude","This asset is not currently reporting data to GLOS due to system issues, but we are working with provider to correct this issue for 2022.",GLOS.xlsx,,,obs_5,,
GLOS,HTLPWOL,,Wolf,,41.60944444444445,-83.68416666666667,fixed,>5 year,Y,,Yp,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_electrical_conductivity, sea_water_turbidity,  sea_water_ph_reported_on_total_scale, time",This platform has been operated by Heidelberg for many years and was supported by GLOS for an upgrade through 2021 mini-grants. Additional non-realtime parameters are collected (see NRT In-situ Observing Stations tab).,GLOS.xlsx,,,,,
GLOS,HTLPTIF,,Tiffin,,41.504444444444445,-84.42972222222222,fixed,>5 year,Y,,Yp,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_electrical_conductivity, sea_water_turbidity,  mole_concentration_of_nitrate_in_sea_water, time",This platform has been operated by Heidelberg for many years and was supported by GLOS for an upgrade through 2021 mini-grants. Additional non-realtime parameters are collected (see NRT In-situ Observing Stations tab).,GLOS.xlsx,,,,,
GLOS,HTLPUTL,,Lost,,41.361666666666665,-84.69111111111111,fixed,>5 year,Y,,Yp,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_electrical_conductivity, sea_water_turbidity,  sea_water_ph_reported_on_total_scale, time",This platform has been operated by Heidelberg for many years and was supported by GLOS for an upgrade through 2021 mini-grants. Additional non-realtime parameters are collected (see NRT In-situ Observing Stations tab).,GLOS.xlsx,,,,,
GLOS,HTLPSTU,,S Turkeyfoot,,41.35638888888889,-84.05083333333333,fixed,>5 year,Y,,Yp,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_electrical_conductivity, sea_water_turbidity,  mole_concentration_of_nitrate_in_sea_water, time",This platform has been operated by Heidelberg for many years and was supported by GLOS for an upgrade through 2021 mini-grants. Additional non-realtime parameters are collected (see NRT In-situ Observing Stations tab).,GLOS.xlsx,,,,,
GLOS,HTLPBLA,,Blanchard,,41.05583333333333,-83.68805555555556,fixed,>5 year,Y,,Yf,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_electrical_conductivity, sea_water_turbidity,  mole_concentration_of_nitrate_in_sea_water, time",This platform has been operated by Heidelberg for many years and was supported by GLOS for an upgrade through 2021 mini-grants. Additional non-realtime parameters are collected (see NRT In-situ Observing Stations tab).,GLOS.xlsx,,,,,
GLOS,HTLPPOR,,Portage,,41.44944444444444,-83.36138888888888,fixed,>5 year,Y,,Yp,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_electrical_conductivity, sea_water_turbidity, sea_water_pH_reported_on_total_scale, mole_concentration_of_nitrate_in_sea_water,  concentration_of_fluorescent_dissolved_organic_matter_rfu, oxidation_reduction_potential, time",This platform has been operated by Heidelberg for many years and was supported by GLOS for an upgrade through 2021 mini-grants. Additional non-realtime parameters are collected (see NRT In-situ Observing Stations tab).,GLOS.xlsx,,,,,
GLOS,HTLPSAN,,Sandusky,,41.3078307,-83.1588088,fixed,>5 year,Y,,Yp,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation__of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_electrical_conductivity, sea_water_turbidity, chlorophyll_fluorescence, mass_concentration_of_blue_green_algae_in_sea_water_rfu, mole_concentration_of_nitrate_in_sea_water, time",This platform has been operated by Heidelberg for many years and was supported by GLOS for an upgrade through 2021 mini-grants. Additional non-realtime parameters are collected (see NRT In-situ Observing Stations tab).,GLOS.xlsx,,,,,
GLOS,HTLPROC,,Rock Ck,,41.11361111111111,-83.16833333333334,fixed,>5 year,Y,,Yp,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_electrical_conductivity, sea_water_turbidity, sea_water_pH_reported_on_total_scale, mole_concentration_of_nitrate_in_sea_water, time",This platform has been operated by Heidelberg for many years and was supported by GLOS for an upgrade through 2021 mini-grants. Additional non-realtime parameters are collected (see NRT In-situ Observing Stations tab).,GLOS.xlsx,,,,,
GLOS,HTLPHON,,Honey Ck,,41.0373,-83.0766,fixed,>5 year,Y,,Yp,Heidelberg University,academic,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_electrical_conductivity, sea_water_turbidity,  sea_water_ph_reported_on_total_scale, mole_concentration_of_nitrate_in_sea_water, time",This platform has been operated by Heidelberg for many years and was supported by GLOS for an upgrade through 2021 mini-grants. Additional non-realtime parameters are collected (see NRT In-situ Observing Stations tab).,GLOS.xlsx,,,,,
GLOS,FRCM,,Fox River Continuous Monitoring Site,,44.5391,-88.0035,fixed,>5year,Y,,Yp,New Water (Green Bay Metropolitan Sewerage District),gov_municipal,,,"sea_water_temperature (1m, 6m), sea_water_electrical_conductivity (1m, 6m), sea_water_ph_reported_on_total_scale (1m, 6m), mass_concentration_of_oxygen_in_sea_water (1m, 6m), chlorophyll_fluorescence, mass_concentration_of_blue_green_algae_in_sea_water_rfu, total_suspended_solids, phosphate, air_temperature, wind_speed, wind_from_direction, wind_speed_of_gust, air_pressure_at_mean_sea_level, wind_chill_of_air_temperature, latitude, longitude, time, depth",This platform has been operational for years and is starting the ingestion process at GLOS.,GLOS.xlsx,,,,,
GLOS,EAB-004,,EAB-004,,44.00005,-76.7005,fixed,2021-06-01 00:00:00,Y,,Yp,Queen's University,academic,,,"sea_water_temperature; light_intensity_in_fresh_water, non_tidal_elevation_of_sea_surface_height",This station was deployed as part of GLOS' 2021 Mini-grants. The data is being collected throughout the year and will be uploaded annually to GLOS following spring recovery.,GLOS.xlsx,,,,Light intensity not a CF or IOOS variable,
GLOS,LOJ-038,,LOJ-038,,43.672576666666664,-76.43502833333334,fixed,2021-06-01 00:00:00,Y,,Yp,United States Geological Survey,gov_federal,,,"sea_water_temperature; light_intensity_in_fresh_water, non_tidal_elevation_of_sea_surface_height",This station was deployed as part of GLOS' 2021 Mini-grants. The data is being collected throughout the year and will be uploaded annually to GLOS following spring recovery.,GLOS.xlsx,,,,Light intensity not a CF or IOOS variable,
GLOS,LON-034,,LON-034,,43.40943333333333,-76.81808,fixed,2021-06-01 00:00:00,Y,,Yp,United States Geological Survey,gov_federal,,,"sea_water_temperature; light_intensity_in_fresh_water, non_tidal_elevation_of_sea_surface_height",This station was deployed as part of GLOS' 2021 Mini-grants. The data is being collected throughout the year and will be uploaded annually to GLOS following spring recovery.,GLOS.xlsx,,,,Light intensity not a CF or IOOS variable,
GLOS,LOH-024,,LOH-024,,43.81903,-77.73206,fixed,2021-06-01 00:00:00,Y,,Yp,Fisheries and Oceans Canada,gov_federal,,,"sea_water_temperature; light_intensity_in_fresh_water, non_tidal_elevation_of_sea_surface_height",This station was deployed as part of GLOS' 2021 Mini-grants. The data is being collected throughout the year and will be uploaded annually to GLOS following spring recovery.,GLOS.xlsx,,,,Light intensity not a CF or IOOS variable,
GLOS,LOJ-024,,LOJ-024,,43.68414,-77.73699,fixed,2021-06-01 00:00:00,Y,,Yp,Fisheries and Oceans Canada,gov_federal,,,"sea_water_temperature; light_intensity_in_fresh_water, non_tidal_elevation_of_sea_surface_height",This station was deployed as part of GLOS' 2021 Mini-grants. The data is being collected throughout the year and will be uploaded annually to GLOS following spring recovery.,GLOS.xlsx,,,,Light intensity not a CF or IOOS variable,
GLOS,LOL-024,,LOL-024,,43.549,-77.74257,fixed,2021-06-01 00:00:00,Y,,Yp,Fisheries and Oceans Canada,gov_federal,,,"sea_water_temperature; light_intensity_in_fresh_water, non_tidal_elevation_of_sea_surface_height",This station was deployed as part of GLOS' 2021 Mini-grants. The data is being collected throughout the year and will be uploaded annually to GLOS following spring recovery.,GLOS.xlsx,,,,Light intensity not a CF or IOOS variable,
GLOS,LON-024,,LON-024,,43.41423,-77.74729,fixed,2021-06-01 00:00:00,Y,,Yp,Fisheries and Oceans Canada,gov_federal,,,"sea_water_temperature; light_intensity_in_fresh_water, non_tidal_elevation_of_sea_surface_height",This station was deployed as part of GLOS' 2021 Mini-grants. The data is being collected throughout the year and will be uploaded annually to GLOS following spring recovery.,GLOS.xlsx,,,,Light intensity not a CF or IOOS variable,
GLOS,PPW-028,,PPW-028,,43.69388333333333,-77.19913333333334,fixed,2021-06-01 00:00:00,Y,,Yp,ARMS,gov_federal,,,"sea_water_temperature; light_intensity_in_fresh_water, non_tidal_elevation_of_sea_surface_height",This station was deployed as part of GLOS' 2021 Mini-grants. The data is being collected throughout the year and will be uploaded annually to GLOS following spring recovery.,GLOS.xlsx,,,,Light intensity not a CF or IOOS variable,
GLOS,PPW-016,,PPW-016,,43.77571666666667,-77.17251666666667,fixed,2021-06-01 00:00:00,Y,,Yp,ARMS,gov_federal,,,"sea_water_temperature; light_intensity_in_fresh_water, non_tidal_elevation_of_sea_surface_height",This station was deployed as part of GLOS' 2021 Mini-grants. The data is being collected throughout the year and will be uploaded annually to GLOS following spring recovery.,GLOS.xlsx,,,,Light intensity not a CF or IOOS variable,
GLOS,WLO-003,,WLO-003,,43.51568,-79.44942,fixed,2021-06-01 00:00:00,Y,,Yp,Fisheries and Oceans Canada,gov_federal,,,"sea_water_temperature; light_intensity_in_fresh_water, non_tidal_elevation_of_sea_surface_height",This station was deployed as part of GLOS' 2021 Mini-grants. The data is being collected throughout the year and will be uploaded annually to GLOS following spring recovery.,GLOS.xlsx,,,,Light intensity not a CF or IOOS variable,
GLOS,LNR-314,,LNR-314,,43.3408,-79.08577,fixed,2021-06-01 00:00:00,Y,,Yp,United States Fisheries and Wildlife Service,gov_federal,,,"sea_water_temperature; light_intensity_in_fresh_water, non_tidal_elevation_of_sea_surface_height",This station was deployed as part of GLOS' 2021 Mini-grants. The data is being collected throughout the year and will be uploaded annually to GLOS following spring recovery.,GLOS.xlsx,,,,Light intensity not a CF or IOOS variable,
GLOS,OON-003,,OON-003,,43.81177,-78.52402,fixed,2021-06-01 00:00:00,Y,,Yp,Fisheries and Oceans Canada,gov_federal,,,"sea_water_temperature; light_intensity_in_fresh_water, non_tidal_elevation_of_sea_surface_height",This station was deployed as part of GLOS' 2021 Mini-grants. The data is being collected throughout the year and will be uploaded annually to GLOS following spring recovery.,GLOS.xlsx,,,,Light intensity not a CF or IOOS variable,
GLOS,LOG-036,,LOG-036,,43.87826666666667,-76.60921666666667,fixed,2021-06-01 00:00:00,Y,,Yp,ARMS,gov_federal,,,"sea_water_temperature; light_intensity_in_fresh_water, non_tidal_elevation_of_sea_surface_height",This station was deployed as part of GLOS' 2021 Mini-grants. The data is being collected throughout the year and will be uploaded annually to GLOS following spring recovery.,GLOS.xlsx,,,,Light intensity not a CF or IOOS variable,
GLOS,HTLPWOL,,Wolf,,41.60944444444445,-83.68416666666667,fixed,>5 year,Y,,N,Heidelberg,academic,,,"river_discharge, total_suspended_solids, total_phosphorus, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_nitrate_and_nitrite_in_sea_water, total_nitrogen, chloride, sulfate, silica",This station is associated with a real-time observing system. The non real-time component is a long-term grab sample site.,GLOS.xlsx,,,,,
GLOS,HTLPTIF,,Tiffin,,41.504444444444445,-84.42972222222222,fixed,>5 year,Y,,N,Heidelberg,academic,,,"river_discharge, total_suspended_solids, total_phosphorus, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_nitrate_and_nitrite_in_sea_water, total_nitrogen, chloride, sulfate, silica",This station is associated with a real-time observing system. The non real-time component is a long-term grab sample site.,GLOS.xlsx,,,,,
GLOS,HTLPUTL,,Lost,,41.361666666666665,-84.69111111111111,fixed,>5 year,Y,,N,Heidelberg,academic,,,"river_discharge, total_suspended_solids, total_phosphorus, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_nitrate_and_nitrite_in_sea_water, total_nitrogen, chloride, sulfate, silica",This station is associated with a real-time observing system. The non real-time component is a long-term grab sample site.,GLOS.xlsx,,,,,
GLOS,HTLPSTU,,S Turkeyfoot,,41.35638888888889,-84.05083333333333,fixed,>5 year,Y,,N,Heidelberg,academic,,,"river_discharge, total_suspended_solids, total_phosphorus, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_nitrate_and_nitrite_in_sea_water, total_nitrogen, chloride, sulfate, silica",This station is associated with a real-time observing system. The non real-time component is a long-term grab sample site.,GLOS.xlsx,,,,,
GLOS,HTLPWES,,West Ck,,41.2685,-84.0211,fixed,>5 year,Y,,N,Heidelberg,academic,,,"river_discharge, total_suspended_solids, total_phosphorus, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_nitrate_and_nitrite_in_sea_water, total_nitrogen, chloride, sulfate, silica",This station is associated with a real-time observing system. The non real-time component is a long-term grab sample site.,GLOS.xlsx,,,,,
GLOS,HTLPBLA,,Blanchard,,41.05583333333333,-83.68805555555556,fixed,>5 year,Y,,N,Heidelberg,academic,,,"river_discharge, total_suspended_solids, total_phosphorus, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_nitrate_and_nitrite_in_sea_water, total_nitrogen, chloride, sulfate, silica",This station is associated with a real-time observing system. The non real-time component is a long-term grab sample site.,GLOS.xlsx,,,,,
GLOS,HTLPPOR,,Portage,,41.44944444444444,-83.36138888888888,fixed,>5 year,Y,,N,Heidelberg,academic,,,"river_discharge, total_suspended_solids, total_phosphorus, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_nitrate_and_nitrite_in_sea_water, total_nitrogen, chloride, sulfate, silica",This station is associated with a real-time observing system. The non real-time component is a long-term grab sample site.,GLOS.xlsx,,,,,
GLOS,HTLPSAN,,Sandusky,,41.3078307,-83.1588088,fixed,>5 year,Y,,N,Heidelberg,academic,,,"river_discharge, total_suspended_solids, total_phosphorus, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_nitrate_and_nitrite_in_sea_water, total_nitrogen, chloride, sulfate, silica",This station is associated with a real-time observing system. The non real-time component is a long-term grab sample site.,GLOS.xlsx,,,,,
GLOS,HTLPROC,,Rock Ck,,41.11361111111111,-83.16833333333334,fixed,>5 year,Y,,N,Heidelberg,academic,,,"river_discharge, total_suspended_solids, total_phosphorus, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_nitrate_and_nitrite_in_sea_water, total_nitrogen, chloride, sulfate, silica",This station is associated with a real-time observing system. The non real-time component is a long-term grab sample site.,GLOS.xlsx,,,,,
GLOS,HTLPHON,,Honey Ck,,41.0373,-83.0766,fixed,>5 year,Y,,N,Heidelberg,academic,,,"river_discharge, total_suspended_solids, total_phosphorus, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_nitrate_and_nitrite_in_sea_water, total_nitrogen, chloride, sulfate, silica",This station is associated with a real-time observing system. The non real-time component is a long-term grab sample site.,GLOS.xlsx,,,,,
GLOS,4176500,,Raisin,,41.9609,-83.5335,fixed,>5 year,Y,,N,Heidelberg,academic,,,"river_discharge, total_suspended_solids, total_phosphorus, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_nitrate_and_nitrite_in_sea_water, total_nitrogen, chloride, sulfate, silica",This station is associated with a real-time observing system. The non real-time component is a long-term grab sample site.,GLOS.xlsx,,,,,
GLOS,FRCM,,Fox River Continuous Monitoring Site,,44.5391,-88.0035,fixed,>5 year,Y,,N,New Water,gov_municpal,,,"total_suspended_solids, mole_concentration_of_phosphate_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_temperature",This station is associated with a real-time observing system. The non real-time component is a long-term grab sample site.,GLOS.xlsx,,,,,
MARACOOS,Jug_Bay,N/A: No WMO numbers,Jug_Bay - Maryland DNR Station,Maryland Department of Natural Resources water quality station,38.7813,-76.7137,fixed,2003,Y,Maryland DNR,N,Maryland DNR,gov_state,Maryland DNR,RPS-ASA,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",,MARACOOS.xlsx,,,,,
MARACOOS,Aquarium_West,N/A: No WMO numbers,Aquarium_West - Maryland DNR Station,Maryland Department of Natural Resources water quality station,39.2854,-76.6088,fixed,2016,Y,Maryland DNR,N,Maryland DNR,gov_state,Maryland DNR,RPS-ASA,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",,MARACOOS.xlsx,,,,,
MARACOOS,Aquarium_East,N/A: No WMO numbers,Aquarium_East - Maryland DNR Station,Maryland Department of Natural Resources water quality station,39.2855,-76.608,fixed,2016,Y,Maryland DNR,N,Maryland DNR,gov_state,Maryland DNR,RPS-ASA,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",,MARACOOS.xlsx,,,,,
MARACOOS,Sandy_Pt_South_Beach,N/A: No WMO numbers,Sandy_Pt_South_Beach - Maryland DNR Station,Maryland Department of Natural Resources water quality station,39.0075,-76.4003,fixed,2004,Y,Maryland DNR,N,Maryland DNR,gov_state,Maryland DNR,RPS-ASA,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",,MARACOOS.xlsx,,,,,
MARACOOS,Otter_Point_Creek,N/A: No WMO numbers,Otter_Point_Creek - Maryland DNR Station,Maryland Department of Natural Resources water quality station,39.4508,-76.2746,fixed,2003,Y,Maryland DNR,N,Maryland DNR,gov_state,Maryland DNR,RPS-ASA,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",,MARACOOS.xlsx,,,,,
MARACOOS,Tolchester,N/A: No WMO numbers,Tolchester - Maryland DNR Station,Maryland Department of Natural Resources water quality station,39.2135,-76.2462,fixed,2015,Y,Maryland DNR,N,Maryland DNR,gov_state,Maryland DNR,RPS-ASA,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",,MARACOOS.xlsx,,,,,
MARACOOS,Little_Monie_Creek,N/A: No WMO numbers,Little Monie Creek - Maryland DNR Station,Maryland Department of Natural Resources water quality station,38.2086,-75.8046,fixed,2006,Y,Maryland DNR,N,Maryland DNR,gov_state,Maryland DNR,RPS-ASA,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",,MARACOOS.xlsx,,,,,
MARACOOS,Pier_26,N/A: No WMO numbers,Pier 26 Weather/Hydro Station - HRECOS,Hudson River Environmental Conditions Observing System hydrologic and weather station,40.721538,-74.0156,fixed,2016,Y,Hudson River Environmental Conditions Observing System,N,Hudson River Environmental Conditions Observing System,nonprofit,Hudson River Environmental Conditions Observing System,RPS-ASA,"air_pressure, air_temperature, dew_point_temperature, dissolved_oxygen_saturation, precipitation_amount, dissolved_oxygen, relative_humidity, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, wind_from_direction, wind_speed",,MARACOOS.xlsx,,,,,
MARACOOS,Pier_84,N/A: No WMO numbers,Pier_84 Hydro/weather Station - HRECOS,Hudson River Environmental Conditions Observing System hydrologic and weather station,40.764628,-74.003186,fixed,2012,Y,Hudson River Environmental Conditions Observing System,N,Hudson River Environmental Conditions Observing System,nonprofit,Hudson River Environmental Conditions Observing System,RPS-ASA,"air_pressure, air_temperature, dew_point_temperature, dissolved_oxygen_saturation, precipitation_amount, dissolved_oxygen, relative_humidity, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, wind_from_direction, wind_speed",,MARACOOS.xlsx,,,,,
MARACOOS,Mowhawk R. Lock 8 weather,N/A: No WMO numbers,Port of Albany hydro/weather station - HRECOS,Hudson River Environmental Conditions Observing System hydrologic and weather station,42.8302,-73.9925,fixed,2012,Y,Hudson River Environmental Conditions Observing System,N,Hudson River Environmental Conditions Observing System,nonprofit,Hudson River Environmental Conditions Observing System,RPS-ASA,"air_pressure, air_temperature, dew_point_temperature, relative_humidity,  wind_from_direction, wind_direction_standard_deviation, wind_gust, wind_speed, surface_upwelling_photosynthetic_photon_flux_in_air, precipitation_amount, surface_upwelling_photosynthetic_photon_flux_in_air",,MARACOOS.xlsx,,,,,
MARACOOS,Mowhawk R. Lock 8 hydro,N/A: No WMO numbers,Mowhawk R. Lock 8 Hydrologic station - HRECOS,Hudson River Environmental Conditions Observing System hydrologic and weather station,42.8281,-73.9904,fixed,2012,Y,Hudson River Environmental Conditions Observing System,N,Hudson River Environmental Conditions Observing System,nonprofit,Hudson River Environmental Conditions Observing System,RPS-ASA,"dissolved_oxygen_saturation, dissolved_oxygen, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, water_level_observed",,MARACOOS.xlsx,,,,,
