RA,Latitude,Longitude,station_long_name,Platform,Operational,RA_Funded,Water_temp,Salinity,Wtr_press,Dew_pt,Rel_hum,Air_temp,Winds,Air_press,Precip,Solar_radn,Visibility,Water_level,Waves,Currents,Turbidity,DO,pCO2_water,pCO2_air,TCO2,pH,OmgArag_st,Chl,Nitrate,CDOM,Alkalinity,Acoustics,Raw_Vars,file,geometry
GLOS,41.68,-83.31,Toledo Low Service Pump Station (tollsps),fixed,Y,N,X,,,,,,,,,,,,,,X,,,,,X,,X,,X,,,"sea_water_temperature, sea_water_electrical_conductivity, chlorophyll_fluorescence, sea_water_ph_reported_on_total_scale, sea_water_turbidity, mass_concentration_of_blue_green_algae_in_sea_water_rfu, time, latitude, longitude, depth, fdom",GLOS.xlsx,POINT (-83.31 41.68)
GLOS,45.57,-84.67,UM Bio Station Buoy (UMBIO),moored_buoy,Y,Yp,X,,,X,,X,X,X,,X,,,,,X,X,,,,X,,X,,X,,,"wind_from_direction,  wind_speed, wind_speed_of_gust , air_temperature, air_pressure_at_mean_sea_level, sea_water_temperature (sfc, 4m, 7m, 9m, 12m, 15m, 17m, 20m, 23m),dew_point_temperature,solar_irradiance, sea_water_electrical_conductivity, Relative humidity, sea_water_turbidity,  sea_water_ph_reported_on_total_scale, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_blue_green_algae_in_sea_water_rfu, battery_voltage ,time, latitude, longitude, depth, fdom",GLOS.xlsx,POINT (-84.67 45.57)
GLOS,41.72,-83.37,Little Cedar Point Buoy (utlcp),moored_buoy,Y,N,X,,,,,X,X,X,,,,,,,X,X,,,,X,,X,,X,,,"wind_from_direction, wind_speed,  air_temperature, air_pressure_at_mean_sea_level, sea_water_temperature, sea_water_electrical_conductivity, chlorophyll_fluorescence, sea_water_turbidity, sea_water_ph_reported_on_total_scale,  mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_blue_green_algae_in_sea_water_rfu, battery_voltage, time, latitude, longitude, depth, fdom",GLOS.xlsx,POINT (-83.37 41.72)
GLOS,45.842,-85.135,"Station WSLM4 - White Shoal Light, MI",tower,Y,Yp,X,,,X,,X,X,X,,,,,,,,,,,,,,,,,,,"wind_from_direction, wind_speed, air_pressure_at_mean_sea_level, air_temperature, sea_water_temperature, dew_point_temperature, time, latitude, longitude, depth",GLOS.xlsx,POINT (-85.135 45.842)
GLOS,47.12014,-88.55287,GLRC Waterfront Meteorological Station,tower,Y,N,,,,X,,X,X,X,,X,,,,,,,,,,,,,,,,,"wind_from_direction, wind_speed, wind_speed_gust, air_temperature, air_pressure_at_mean_sea_level, battery_voltage, dew_point_temperature, solar_irradiance, photosynthetic_active_radiation, latitude, longitude, time, depth",GLOS.xlsx,POINT (-88.55287 47.12014)
GLOS,42.02185,-82.66967,UWSS_RAEON1,moored_buoy,Y,N,X,,,,,X,X,X,,,,,X,X,,,,,,,,,,,,,"wind_from_direction, wind_speed, wind_speed_gust, air_temperature, air_pressure_at_mean_sea_level, sea_water_temperature (sfc, 1m, 2m, 3m, 4m, 5m, 6m, 7m, 8m, 9m), sea_surface_wave_significant_height, sea_surface_wave_mean_period, sea_surface_wave_from_direction,  battery_voltage, latitude, longitude, depth, sea_surface_wave_maximum_height, water_currents(2m,3m,4m,5m,6m,7m,8m,9m,10m,11m)",GLOS.xlsx,POINT (-82.66967 42.02185)
GLOS,41.912797,-82.7362862,UWSS-RAEON2-21,moored_buoy,Y,N,X,,,,,X,X,X,,,,,X,,,,,,,,,,,,,,"air_pressure_at_mean_sea_level, air_temperature, battery_voltage, significant_wave_direction, significant_wave_height, significant_wave_period, maximum_wave_height, water_temperature, sea_water_temperature (1m, 2m, 3m, 4m, 5m, 6m, 7m, 8m, 9m), sea_surface_wave_maximum_period, sea_surface_wave_mean_height_of_highest_tenth, wind_from_direction, wind_speed, wind_speed_of_gust, latitude, longitude, time, depth",GLOS.xlsx,POINT (-82.7362862 41.912797)
GLOS,41.97395,-82.78026,Uwindsor Raeon Buoy 3,moored_buoy,Y,N,X,,,,,X,X,X,,,,,X,,,,,,,,,,,,,,"wind_from_direction, wind_speed, wind_speed_gust, air_temperature, air_pressure_at_mean_sea_level,  sea_water_temperature (sfc, 1m, 2m, 3m, 4m, 5m, 6m, 7m, 8m, 9m), sea_surface_wave_significant_height, sea_surface_wind_wave_period, sea_surface_wave_from_direction,  battery_voltage, latitude, longitude, depth",GLOS.xlsx,POINT (-82.78026 41.97395)
GLOS,47.43,-89.7133,Radioacively-driven convection National Science Foundation buoy,moored_buoy,Y,N,,,,,,X,X,X,,X,,,,,X,,,,,,,,,,,,"air_pressure_at_mean_sea_level, air_temperature, solar_irradiance, sea_water_turbidity, sea_surface_water_temperature, wind_from_direction, wind_speed, latitude, longitude, depth",GLOS.xlsx,POINT (-89.7133 47.43)
GLOS,41.5209,-81.8803,"Rocky River, OH",moored_buoy,Y,N,X,,,,X,X,X,X,,X,,,X,,X,X,,,,X,,X,,X,,,"air_temperature, air_pressure_at_mean_sea_level, mass_concentration_of_blue_green_algae_in_sea_water_rfu, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_maximum_height, sea_surface_wave_from_direction, oxidation_reduction_potential, surface_downwelling_photosynthetic_photon_flux_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_electrical_conductivity, sea_water_turbidity, battery_voltage, wind_from_direction, wind_speed_of_gust, wind_speed, sea_water_temperature (sfc, 1m, 2m, 3m, 4m, 5m), sea_surface_wave_significant_height, relative_humidity, latitude, longitude, time, depth",GLOS.xlsx,POINT (-81.8803 41.5209)
GLOS,41.6194,-81.6176,"Euclid, OH",moored_buoy,Y,N,X,,,,X,X,X,X,,X,,,X,,X,X,,,,X,,X,,X,,,"air_temperature, air_pressure_at_mean_sea_level, mass_concentration_of_blue_green_algae_in_sea_water_rfu, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_maximum_height, sea_surface_wave_from_direction, oxidation_reduction_potential, surface_downwelling_photosynthetic_photon_flux_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_electrical_conductivity, sea_water_turbidity, battery_voltage, wind_from_direction, wind_speed_of_gust, wind_speed, sea_water_temperature (sfc, 1m, 2m, 3m, 4m, 5m), sea_surface_wave_significant_height, relative_humidity, latitude, longitude, time, depth",GLOS.xlsx,POINT (-81.6176 41.6194)
GLOS,41.13183,-80.269722,Walnut Creek Buoy,moored_buoy,Y,Yp,X,,,,X,X,X,,,X,,,X,,X,,,,,X,,,,X,,,"air_temperature, relative_humidity, wind_speed, wind_speed_of_gust, solar_irradiance, air_presure_at_mean_sea_level, sea_surface_wave_significant_height, sea_surface_wave_maximum_height, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature, sea_water_electrical_conductivity, sea_water_ph_reported_on_total_scale, sea_water_turbidity, mass_concentration_of_blue_green_algae_in_sea_water_rfu, latitude, longitude, time, depth",GLOS.xlsx,POINT (-80.269722 41.13183)
GLOS,42.126653,-80.14903,Beach2 Buoy,moored_buoy,Y,N,X,,,,,,,,,,,,,,X,X,,,,,,X,,X,,,"sea_water_temperature, sea_water_electrical_conductivity, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, chlorophyll_fluorescence, mass_concentration_of_blue_green_algae_in_sea_water_rfu, latitude, longitude, time, depth",GLOS.xlsx,POINT (-80.14903 42.126653)
GLOS,42.126286,-80.147505,Beach2 Meteorological Tower,tower,Y,N,,,,,X,X,X,,,X,,,,,,,,,,,,,,,,,"solar_irradiance, wind_from_direction, wind_speed, wind_speed_of_gust, air_temperature, relative_humidity, latitude, longitude, time",GLOS.xlsx,POINT (-80.147505 42.126286)
GLOS,42.144335,-80.139368,Beach6 Buoy,moored_buoy,Y,N,X,,,,,,,,,,,,,,X,X,,,,X,,X,,X,,,"sea_water_temperature, sea_water_electrical_conductivity, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, chlorophyll_fluorescence mass_concentration_of_blue_green_algae_in_sea_water_rfu, sea_water_ph_reported_on_total_scale, latitude, longitude, time, depth",GLOS.xlsx,POINT (-80.139368 42.144335)
GLOS,41.8925,-87.563056,Chicago Buoy,moored_buoy,Y,N,X,,,,X,X,X,X,,X,,,X,,,,,,,,,,,,,,"wind_speed, wind_speed_gust, wind_from_direction, air_temperature, air_pressure_at_mean_sea_level, relative_humidity, solar_irradiance, sea_water_temperature(1m, 3m, 5m, 7m, 9m), sea_surface_wave_from_direction, sea_surface_wave_mean_period, sea_surface_wave_significant_height, latitude, longitude,, time, depth",GLOS.xlsx,POINT (-87.563056 41.8925)
GLOS,46.888241,-91.047997,Mikwakwe Bay Buoy,moored_buoy,Y,N,X,,,,,,,,,,,,,,,,,,,,,X,,X,,,"chlorophyll_fluorescence, sea_water_temperature(1m,2m,3m,4m,5m,6m,7m,8m), sea_surface_temperature, battery_voltage, latitude, longitude, mass_concentration_of_blue_green_algae_in_sea_water_rfu, time, depth",GLOS.xlsx,POINT (-91.047997 46.888241)
GLOS,42.109824,-80.154185,TREC Weather Station,tower,Y,N,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,"solar_irradiance, wind_from_direction, wind_speed, wind_speed_of_gust, air_temperature, relative_humidity, air_pressure_at_mean_sea_level, precipitation_rate, precipitation_accumulated, time, latitude, longitude",GLOS.xlsx,POINT (-80.154185 42.109824)
GLOS,41.60944444444445,-83.68416666666667,Wolf,fixed,Y,Yp,X,,,,,,,,,,,,,,X,X,,,,X,,,,,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_electrical_conductivity, sea_water_turbidity,  sea_water_ph_reported_on_total_scale, time",GLOS.xlsx,POINT (-83.68416666666667 41.60944444444445)
GLOS,41.504444444444445,-84.42972222222222,Tiffin,fixed,Y,Yp,X,,,,,,,,,,,,,,X,X,,,,,,,X,,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_electrical_conductivity, sea_water_turbidity,  mole_concentration_of_nitrate_in_sea_water, time",GLOS.xlsx,POINT (-84.42972222222222 41.504444444444445)
GLOS,41.361666666666665,-84.69111111111111,Lost,fixed,Y,Yp,X,,,,,,,,,,,,,,X,X,,,,X,,,,,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_electrical_conductivity, sea_water_turbidity,  sea_water_ph_reported_on_total_scale, time",GLOS.xlsx,POINT (-84.69111111111111 41.361666666666665)
GLOS,41.35638888888889,-84.05083333333333,S Turkeyfoot,fixed,Y,Yp,X,,,,,,,,,,,,,,X,X,,,,,,,X,,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_electrical_conductivity, sea_water_turbidity,  mole_concentration_of_nitrate_in_sea_water, time",GLOS.xlsx,POINT (-84.05083333333333 41.35638888888889)
GLOS,41.05583333333333,-83.68805555555556,Blanchard,fixed,Y,Yf,X,,,,,,,,,,,,,,X,X,,,,,,,X,,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_electrical_conductivity, sea_water_turbidity,  mole_concentration_of_nitrate_in_sea_water, time",GLOS.xlsx,POINT (-83.68805555555556 41.05583333333333)
GLOS,41.44944444444444,-83.36138888888888,Portage,fixed,Y,Yp,X,,,,,,,,,,,,,,X,X,,,,X,,,X,,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_electrical_conductivity, sea_water_turbidity, sea_water_pH_reported_on_total_scale, mole_concentration_of_nitrate_in_sea_water,  concentration_of_fluorescent_dissolved_organic_matter_rfu, oxidation_reduction_potential, time",GLOS.xlsx,POINT (-83.36138888888888 41.44944444444444)
GLOS,41.3078307,-83.1588088,Sandusky,fixed,Y,Yp,X,,,,,,,,,,,,,,X,X,,,,,,X,X,X,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation__of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_electrical_conductivity, sea_water_turbidity, chlorophyll_fluorescence, mass_concentration_of_blue_green_algae_in_sea_water_rfu, mole_concentration_of_nitrate_in_sea_water, time",GLOS.xlsx,POINT (-83.1588088 41.3078307)
GLOS,41.11361111111111,-83.16833333333334,Rock Ck,fixed,Y,Yp,X,,,,,,,,,,,,,,X,X,,,,X,,,X,,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_electrical_conductivity, sea_water_turbidity, sea_water_pH_reported_on_total_scale, mole_concentration_of_nitrate_in_sea_water, time",GLOS.xlsx,POINT (-83.16833333333334 41.11361111111111)
GLOS,41.0373,-83.0766,Honey Ck,fixed,Y,Yp,X,,,,,,,,,,,,,,X,X,,,,X,,,X,,,,"mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_temperature (1m), sea_water_electrical_conductivity, sea_water_turbidity,  sea_water_ph_reported_on_total_scale, mole_concentration_of_nitrate_in_sea_water, time",GLOS.xlsx,POINT (-83.0766 41.0373)
GLOS,44.5391,-88.0035,Fox River Continuous Monitoring Site,fixed,Y,Yp,X,,,,,X,X,X,,,,,,,,X,,,,X,,X,,X,,,"sea_water_temperature (1m, 6m), sea_water_electrical_conductivity (1m, 6m), sea_water_ph_reported_on_total_scale (1m, 6m), mass_concentration_of_oxygen_in_sea_water (1m, 6m), chlorophyll_fluorescence, mass_concentration_of_blue_green_algae_in_sea_water_rfu, total_suspended_solids, phosphate, air_temperature, wind_speed, wind_from_direction, wind_speed_of_gust, air_pressure_at_mean_sea_level, wind_chill_of_air_temperature, latitude, longitude, time, depth",GLOS.xlsx,POINT (-88.0035 44.5391)
GLOS,44.00005,-76.7005,EAB-004,fixed,Y,Yp,X,,,,,,,,,,,X,,,,,,,,,,,,,,,"sea_water_temperature; light_intensity_in_fresh_water, non_tidal_elevation_of_sea_surface_height",GLOS.xlsx,POINT (-76.7005 44.00005)
GLOS,43.672576666666664,-76.43502833333334,LOJ-038,fixed,Y,Yp,X,,,,,,,,,,,X,,,,,,,,,,,,,,,"sea_water_temperature; light_intensity_in_fresh_water, non_tidal_elevation_of_sea_surface_height",GLOS.xlsx,POINT (-76.43502833333334 43.672576666666664)
GLOS,43.40943333333333,-76.81808,LON-034,fixed,Y,Yp,X,,,,,,,,,,,X,,,,,,,,,,,,,,,"sea_water_temperature; light_intensity_in_fresh_water, non_tidal_elevation_of_sea_surface_height",GLOS.xlsx,POINT (-76.81808 43.40943333333333)
GLOS,43.81903,-77.73206,LOH-024,fixed,Y,Yp,X,,,,,,,,,,,X,,,,,,,,,,,,,,,"sea_water_temperature; light_intensity_in_fresh_water, non_tidal_elevation_of_sea_surface_height",GLOS.xlsx,POINT (-77.73206 43.81903)
GLOS,43.68414,-77.73699,LOJ-024,fixed,Y,Yp,X,,,,,,,,,,,X,,,,,,,,,,,,,,,"sea_water_temperature; light_intensity_in_fresh_water, non_tidal_elevation_of_sea_surface_height",GLOS.xlsx,POINT (-77.73699 43.68414)
GLOS,43.549,-77.74257,LOL-024,fixed,Y,Yp,X,,,,,,,,,,,X,,,,,,,,,,,,,,,"sea_water_temperature; light_intensity_in_fresh_water, non_tidal_elevation_of_sea_surface_height",GLOS.xlsx,POINT (-77.74257 43.549)
GLOS,43.41423,-77.74729,LON-024,fixed,Y,Yp,X,,,,,,,,,,,X,,,,,,,,,,,,,,,"sea_water_temperature; light_intensity_in_fresh_water, non_tidal_elevation_of_sea_surface_height",GLOS.xlsx,POINT (-77.74729 43.41423)
GLOS,43.69388333333333,-77.19913333333334,PPW-028,fixed,Y,Yp,X,,,,,,,,,,,X,,,,,,,,,,,,,,,"sea_water_temperature; light_intensity_in_fresh_water, non_tidal_elevation_of_sea_surface_height",GLOS.xlsx,POINT (-77.19913333333334 43.69388333333333)
GLOS,43.77571666666667,-77.17251666666667,PPW-016,fixed,Y,Yp,X,,,,,,,,,,,X,,,,,,,,,,,,,,,"sea_water_temperature; light_intensity_in_fresh_water, non_tidal_elevation_of_sea_surface_height",GLOS.xlsx,POINT (-77.17251666666667 43.77571666666667)
GLOS,43.51568,-79.44942,WLO-003,fixed,Y,Yp,X,,,,,,,,,,,X,,,,,,,,,,,,,,,"sea_water_temperature; light_intensity_in_fresh_water, non_tidal_elevation_of_sea_surface_height",GLOS.xlsx,POINT (-79.44942 43.51568)
GLOS,43.3408,-79.08577,LNR-314,fixed,Y,Yp,X,,,,,,,,,,,X,,,,,,,,,,,,,,,"sea_water_temperature; light_intensity_in_fresh_water, non_tidal_elevation_of_sea_surface_height",GLOS.xlsx,POINT (-79.08577 43.3408)
GLOS,43.81177,-78.52402,OON-003,fixed,Y,Yp,X,,,,,,,,,,,X,,,,,,,,,,,,,,,"sea_water_temperature; light_intensity_in_fresh_water, non_tidal_elevation_of_sea_surface_height",GLOS.xlsx,POINT (-78.52402 43.81177)
GLOS,43.87826666666667,-76.60921666666667,LOG-036,fixed,Y,Yp,X,,,,,,,,,,,X,,,,,,,,,,,,,,,"sea_water_temperature; light_intensity_in_fresh_water, non_tidal_elevation_of_sea_surface_height",GLOS.xlsx,POINT (-76.60921666666667 43.87826666666667)
GLOS,41.60944444444445,-83.68416666666667,Wolf,fixed,Y,N,,,,,,,,,,,,,,,,,,,,,,,X,,,,"river_discharge, total_suspended_solids, total_phosphorus, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_nitrate_and_nitrite_in_sea_water, total_nitrogen, chloride, sulfate, silica",GLOS.xlsx,POINT (-83.68416666666667 41.60944444444445)
GLOS,41.504444444444445,-84.42972222222222,Tiffin,fixed,Y,N,,,,,,,,,,,,,,,,,,,,,,,X,,,,"river_discharge, total_suspended_solids, total_phosphorus, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_nitrate_and_nitrite_in_sea_water, total_nitrogen, chloride, sulfate, silica",GLOS.xlsx,POINT (-84.42972222222222 41.504444444444445)
GLOS,41.361666666666665,-84.69111111111111,Lost,fixed,Y,N,,,,,,,,,,,,,,,,,,,,,,,X,,,,"river_discharge, total_suspended_solids, total_phosphorus, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_nitrate_and_nitrite_in_sea_water, total_nitrogen, chloride, sulfate, silica",GLOS.xlsx,POINT (-84.69111111111111 41.361666666666665)
GLOS,41.35638888888889,-84.05083333333333,S Turkeyfoot,fixed,Y,N,,,,,,,,,,,,,,,,,,,,,,,X,,,,"river_discharge, total_suspended_solids, total_phosphorus, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_nitrate_and_nitrite_in_sea_water, total_nitrogen, chloride, sulfate, silica",GLOS.xlsx,POINT (-84.05083333333333 41.35638888888889)
GLOS,41.2685,-84.0211,West Ck,fixed,Y,N,,,,,,,,,,,,,,,,,,,,,,,X,,,,"river_discharge, total_suspended_solids, total_phosphorus, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_nitrate_and_nitrite_in_sea_water, total_nitrogen, chloride, sulfate, silica",GLOS.xlsx,POINT (-84.0211 41.2685)
GLOS,41.05583333333333,-83.68805555555556,Blanchard,fixed,Y,N,,,,,,,,,,,,,,,,,,,,,,,X,,,,"river_discharge, total_suspended_solids, total_phosphorus, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_nitrate_and_nitrite_in_sea_water, total_nitrogen, chloride, sulfate, silica",GLOS.xlsx,POINT (-83.68805555555556 41.05583333333333)
GLOS,41.44944444444444,-83.36138888888888,Portage,fixed,Y,N,,,,,,,,,,,,,,,,,,,,,,,X,,,,"river_discharge, total_suspended_solids, total_phosphorus, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_nitrate_and_nitrite_in_sea_water, total_nitrogen, chloride, sulfate, silica",GLOS.xlsx,POINT (-83.36138888888888 41.44944444444444)
GLOS,41.3078307,-83.1588088,Sandusky,fixed,Y,N,,,,,,,,,,,,,,,,,,,,,,,X,,,,"river_discharge, total_suspended_solids, total_phosphorus, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_nitrate_and_nitrite_in_sea_water, total_nitrogen, chloride, sulfate, silica",GLOS.xlsx,POINT (-83.1588088 41.3078307)
GLOS,41.11361111111111,-83.16833333333334,Rock Ck,fixed,Y,N,,,,,,,,,,,,,,,,,,,,,,,X,,,,"river_discharge, total_suspended_solids, total_phosphorus, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_nitrate_and_nitrite_in_sea_water, total_nitrogen, chloride, sulfate, silica",GLOS.xlsx,POINT (-83.16833333333334 41.11361111111111)
GLOS,41.0373,-83.0766,Honey Ck,fixed,Y,N,,,,,,,,,,,,,,,,,,,,,,,X,,,,"river_discharge, total_suspended_solids, total_phosphorus, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_nitrate_and_nitrite_in_sea_water, total_nitrogen, chloride, sulfate, silica",GLOS.xlsx,POINT (-83.0766 41.0373)
GLOS,41.9609,-83.5335,Raisin,fixed,Y,N,,,,,,,,,,,,,,,,,,,,,,,X,,,,"river_discharge, total_suspended_solids, total_phosphorus, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_nitrate_and_nitrite_in_sea_water, total_nitrogen, chloride, sulfate, silica",GLOS.xlsx,POINT (-83.5335 41.9609)
GLOS,44.5391,-88.0035,Fox River Continuous Monitoring Site,fixed,Y,N,X,,,,,,,,,,,,,,,X,,,,,,,,,,,"total_suspended_solids, mole_concentration_of_phosphate_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_temperature",GLOS.xlsx,POINT (-88.0035 44.5391)
MARACOOS,38.7813,-76.7137,Jug_Bay - Maryland DNR Station,fixed,Y,N,X,X,,,,,,,,,,,,,X,X,,,,X,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",MARACOOS.xlsx,POINT (-76.7137 38.7813)
MARACOOS,39.2854,-76.6088,Aquarium_West - Maryland DNR Station,fixed,Y,N,X,X,,,,,,,,,,,,,X,X,,,,X,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",MARACOOS.xlsx,POINT (-76.6088 39.2854)
MARACOOS,39.2855,-76.608,Aquarium_East - Maryland DNR Station,fixed,Y,N,X,X,,,,,,,,,,,,,X,X,,,,X,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",MARACOOS.xlsx,POINT (-76.608 39.2855)
MARACOOS,39.0075,-76.4003,Sandy_Pt_South_Beach - Maryland DNR Station,fixed,Y,N,X,X,,,,,,,,,,,,,X,X,,,,X,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",MARACOOS.xlsx,POINT (-76.4003 39.0075)
MARACOOS,39.4508,-76.2746,Otter_Point_Creek - Maryland DNR Station,fixed,Y,N,X,X,,,,,,,,,,,,,X,X,,,,X,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",MARACOOS.xlsx,POINT (-76.2746 39.4508)
MARACOOS,39.2135,-76.2462,Tolchester - Maryland DNR Station,fixed,Y,N,X,X,,,,,,,,,,,,,X,X,,,,X,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",MARACOOS.xlsx,POINT (-76.2462 39.2135)
MARACOOS,38.2086,-75.8046,Little Monie Creek - Maryland DNR Station,fixed,Y,N,X,X,,,,,,,,,,,,,X,X,,,,X,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",MARACOOS.xlsx,POINT (-75.8046 38.2086)
MARACOOS,40.721538,-74.0156,Pier 26 Weather/Hydro Station - HRECOS,fixed,Y,N,X,X,,X,X,X,X,X,X,,,,,,X,X,,,,X,,,,,,,"air_pressure, air_temperature, dew_point_temperature, dissolved_oxygen_saturation, precipitation_amount, dissolved_oxygen, relative_humidity, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, wind_from_direction, wind_speed",MARACOOS.xlsx,POINT (-74.0156 40.721538)
MARACOOS,40.764628,-74.003186,Pier_84 Hydro/weather Station - HRECOS,fixed,Y,N,X,X,,X,X,X,X,X,X,,,,,,X,X,,,,X,,,,,,,"air_pressure, air_temperature, dew_point_temperature, dissolved_oxygen_saturation, precipitation_amount, dissolved_oxygen, relative_humidity, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, wind_from_direction, wind_speed",MARACOOS.xlsx,POINT (-74.003186 40.764628)
MARACOOS,42.8302,-73.9925,Port of Albany hydro/weather station - HRECOS,fixed,Y,N,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,"air_pressure, air_temperature, dew_point_temperature, relative_humidity,  wind_from_direction, wind_direction_standard_deviation, wind_gust, wind_speed, surface_upwelling_photosynthetic_photon_flux_in_air, precipitation_amount, surface_upwelling_photosynthetic_photon_flux_in_air",MARACOOS.xlsx,POINT (-73.9925 42.8302)
MARACOOS,42.8281,-73.9904,Mowhawk R. Lock 8 Hydrologic station - HRECOS,fixed,Y,N,X,X,,,,,,,,,,X,,,X,X,,,,X,,,,,,,"dissolved_oxygen_saturation, dissolved_oxygen, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, water_level_observed",MARACOOS.xlsx,POINT (-73.9904 42.8281)
MARACOOS,41.3861,-73.955,West Point USGS hydrologic Station,fixed,Y,N,X,X,,,,,,,,,,,,,X,X,,,,X,,,,,,,"dissolved_oxygen_saturation, dissolved_oxygen, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, ",MARACOOS.xlsx,POINT (-73.955 41.3861)
MARACOOS,41.831876,-73.941606,Norrie Point hydro/weather station - HRECOS,fixed,Y,N,X,X,,X,X,X,,X,X,X,,,,,X,X,,,,X,,X,,,,,"air_pressure, air_temperature, dew_point_temperature, dissolved_oxygen_saturation, precipitation_amount, dissolved_oxygen, relative_humidity, mass_concentration_of_chlorophyll_a_in_sea_water, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, surface_upwelling_photosynthetic_photon_flux_in_air",MARACOOS.xlsx,POINT (-73.941606 41.831876)
