RA,Station ID,WMO ID or NWS/CMAN ID,Station Long Name,Station Description,Latitude (dec deg),Longitude (dec deg),Platform Type,"Station Deployment (mm/yyyy, yyyy, < 5 yr, > 5 yr)","Currently Operational? (Y, N, O, U)",Platform Funder/Sponsor,"RA Funding Involvement (Yf, Yp, N)",Platform Operator/Owner,Operator Sector,Platform Maintainer,Data Manager,"Variable Names + water column depth of measurement in meters [CF_name (# m, # m) or CF_name (mult) or CF_name (# depths)].",Additional notes,file,Unnamed: 18
GLOS,,45014,"Station 45014 - GB17 - South Green Bay, WI",Green Bay Buoy GB17 (45014),44.8,-87.76,moored_buoy,2011-08-12 00:00:00,Y,University of Wisconsin-Milwaukee,Yp,University of Wisconsin-Milwaukee,academic,University of Wisconsin-Milwaukee,,"sea_surface_wave_significant_height, wind_speed_of_gust, sea_surface_wind_wave_period, Relative Humidity, wind_from_direction, air_temperature, sea_water_temperature (1m, 2m, 3m, 4m, 5m, 6m, 7m, 8m, 9m, 10m, 11m, 12m, 13m, 14m, 15m, 16m, 17m, 18m, 19m), wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, sea_surface_wave_from_direction",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,,45020,"Station 45020 - Grand Traverse Bay South Buoy, MI (DECOMMISSIONED)",Grand Traverse Bay South Buoy (45020,44.789,-85.604,moored_buoy,2009-08-04 00:00:00,N,Northwestern Michigan College,N,Northwestern Michigan College,academic,Northwestern Michigan College,,"sea_surface_wave_significant_height, wind_speed_of_gust, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature, dew_point_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth",This buoy has been decommissioned.,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,,45022,"Station 45022 - Little Traverse Bay, MI",Little Traverse Bay Buoy U-GLOS 004 (45022),45.403,-85.088,moored_buoy,2009-07-29 00:00:00,Y,University of Michigan CIGLR,Yp,University of Michigan CIGLR,academic,University of Michigan CIGLR,,"sea_surface_wave_significant_height, wind_speed_of_gust, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature (3m, 7m, 11m, 15m, 19m, 23m, 27m, 31m), dew_point_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, solar_irradiance, sea_surface_wave_from_direction, battery_voltage",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,,45023,"Station 45023 - North Entry Buoy, North Keweenaw Peninsula, MI",North Entry MTU Buoy (45023),47.27,-88.607,moored_buoy,2010-07-08 00:00:00,Y,Michigan Tech University,Yp,Michigan Tech University,academic,Michigan Tech University,,"sea_surface_wave_significant_height, wind_speed_of_gust, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature (1m, 3m, 5m, 7m, 9m, 11m, 12m, 14m, 16m), dew_point_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, solar_irradiance, sea_surface_wave_from_direction, battery_voltage, Relative Humidity, eastward_current, northward_current",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,,45024,"Station 45024 - Ludington Buoy, MI",Ludington Buoy (45024),43.977,-86.559,moored_buoy,2009-08-04 00:00:00,Y,University of Michigan CIGLR,Yp,University of Michigan CIGLR,academic,University of Michigan CIGLR,,"sea_surface_wave_significant_height, wind_speed_of_gust, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature (3m, 6m, 8.5m, 11m, 14m, 16m, 19m, 22m), dew_point_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, solar_irradiance, sea_surface_wave_from_direction, battery_voltage",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,,45025,"Station 45025 - South Entry Buoy, South Keweenaw Peninsula, MI",South Entry Buoy MTU1 (45025),46.969,-88.398,moored_buoy,2011-06-03 00:00:00,Y,Michigan Tech University,Yp,Michigan Tech University,academic,Michigan Tech University,,"sea_surface_wave_significant_height, wind_speed_of_gust, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature (3m, 6m, 10m, 13m, 16m, 19m, 23m, 26m, 29.5m, 33m), dew_point_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, solar_irradiance, sea_surface_wave_from_direction, battery_voltage",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,,45026,"Station 45026 - Cook Nuclear Plant Buoy, Stevensville, MI",Cook Plant Buoy (45026),41.983,-86.617,moored_buoy,2011-06-09 00:00:00,Y,American Electric Power,N,LimnoTech,industry,LimnoTech,,"sea_surface_wave_significant_height, wind_speed_of_gust, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature, dew_point_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, sea_surface_wave_maximum_height, sea_surface_wave_from_direction, battery_voltage, eastward_current, northward_current",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,,45027,"Station 45027 - McQuade Harbor Nearshore, MN",LL01-Duluth Buoy (45027),46.86,-91.93,moored_buoy,2011-05-23 00:00:00,Y,University of Minnesota-Duluth,Yp,University of Minnesota-Duluth,academic,University of Minnesota-Duluth,,"wind_speed_of_gust, wind_from_direction, air_temperature, sea_water_temperature (1m, 3m, 5m, 10m, 15m, 20m, 25m, 30m, 35m, 40m), dew_point_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, solar_irradiance",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,,45028,Station 45028 - Western Lake Superior,LLO2-Duluth Buoy (45028),46.81,-91.84,moored_buoy,2011-05-23 00:00:00,Y,University of Minnesota-Duluth,Yp,University of Minnesota-Duluth,academic,University of Minnesota-Duluth,,"wind_speed_of_gust, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature (1m, 3m, 5m, 10m, 15m, 20m, 25m, 30m, 35m, 40m), dew_point_temperature, sea_surface_wave_significant_height, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, solar_irradiance",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,,45029,"Station 45029 - Holland Buoy, MI",Port Sheldon (Holland) Buoy (45029),42.9,-86.272,moored_buoy,2009-08-04 00:00:00,Y,LimnoTech,N,LimnoTech,industry,LimnoTech,,"wind_speed_of_gust, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature (1m, 3m, 4m, 5m, 6m, 7m, 8m, 9m, 10m, 11m, 12m, 13m, 14m, 15m, 16m, 17m, 18m, 19m, 20m, 21m), dew_point_temperature, sea_surface_wave_significant_height, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, sea_surface_wave_maximum_height, sea_surface_wave_from_direction, battery_voltage",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,,45161,"Station 45161 - Muskegon Buoy, MI",Muskegon RECON Buoy (45161),43.179,-86.357,moored_buoy,2011-06-09 00:00:00,Y,Great Lakes Environmental Research Laboratory,Yp,Great Lakes Environmental Research Laboratory,gov_federal,Great Lakes Environmental Research Laboratory,,"wind_speed_of_gust, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature (0m, 1m), sea_surface_wave_significant_height, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, sea_surface_wave_from_direction",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,,45162,"Station 45162 - Thunder Bay Buoy, Alpena, MI",Alpena Thunder Bay Recon Buoy (45162),44.987,-83.27,moored_buoy,2011-06-09 00:00:00,Y,Great Lakes Environmental Research Laboratory,Yp,Great Lakes Environmental Research Laboratory,gov_federal,Great Lakes Environmental Research Laboratory,,"wind_speed_of_gust, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature, sea_surface_wave_significant_height, wind_speed, wind_speed, time, latitude, longitude, depth, sea_surface_wave_from_direction",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,,45163,"Station 45163 - Saginaw Bay Buoy, MI",Saginaw Bay RECON Buoy SBB (45163),43.986,-83.595,moored_buoy,2011-06-09 00:00:00,Y,Great Lakes Environmental Research Laboratory,Yp,Great Lakes Environmental Research Laboratory,gov_federal,Great Lakes Environmental Research Laboratory,,"wind_speed_of_gust, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature (1m, 13m), sea_surface_wave_significant_height, wind_speed, wind_speed, time, latitude, longitude, depth, sea_surface_wave_from_direction",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,,45164,"Station 45164 - Cleveland Buoy, OH",Cleveland RECON Buoy (45164),41.732,-81.694,moored_buoy,2011-06-09 00:00:00,Y,"GLOS, City of Cleveland",N,LimnoTech,"gov_federal, nonprofit, industry",LimnoTech,,"wind_speed_of_gust, sea_surface_wind_wave_period, sea_water_conductivity, factional_saturation_of_oxygen_in_sea_water, wind_from_direction, air_temperature, sea_water_temperature, air_pressure_at_sea_level, sea_surface_wave_significant_height, wind_speed,  time, latitude, longitude, depth",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,,45165,"Station 45165 - Toledo Water Intake Buoy, Oregon, OH",Toledo Water Intake Crib Buoy (45165),41.702,-83.261,moored_buoy,2009-08-04 00:00:00,Y,City of Toledo,N,LimnoTech,industry,LimnoTech,,"sea_surface_wave_significant_height, mass_concentration_of_chlorophyll_in_sea_water, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature, dew_point_temperature, sea_water_conductivity, wind_speed, sea_water_ph_reported_on_total_scale, sea_water_turbidity, fractional_saturation_of_oxygen_in_sea_water, air_pressure_at_sea_level, wind_speed_of_gust , time, latitude, longitude, depth, blue_green_algae, sea_surface_wave_maximum_height, sea_surface_wave_from_direction, battery_voltage, eastward_current, northward_current",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,,45167,"Station 45167 - Erie Nearshore Buoy, Erie, PA",Erie buoy RSC-A (45167),42.186,-80.137,moored_buoy,2011-06-09 00:00:00,Y,Regional Science Consortium,N,Regional Science Consortium,nonprofit,Regional Science Consortium,,"sea_surface_wave_significant_height, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature (1m), wind_speed, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, sea_water_ph_reported_on_total_scale, air_pressure_at_sea_level, solar_irradiance",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,,45168,"Station 45168 - South Haven Buoy, MI",South Haven Buoy (45168),42.397,-86.331,moored_buoy,2009-08-04 00:00:00,Y,LimnoTech,N,LimnoTech,industry,LimnoTech,,"sea_surface_wave_significant_height, wind_speed_of_gust , sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature (1m, 3m, 5m, 7m, 9m, 11m, 13m, 15m, 17m), dew_point_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, solar_irradiance, battery_voltage, sea_surface_wave_maximum_height",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,,45169,"Station 45169 - Lakewood Buoy, OH",Cleveland Wind Buoy (45169),41.615,-81.821,moored_buoy,2015-06-27 00:00:00,Y,Icebreaker Windpower,N,LimnoTech,industry,LimnoTech,,"sea_surface_wave_significant_height, wind_speed_of_gust , sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature, dew_point_temperature, sea_water_conductivity, wind_speed, fractional_saturation_of_oxygen_in_sea_water, air_pressure_at_sea_level, time, latitude, longitude, depth, sea_surface_wave_from_direction, solar_irradiance, battery_voltage, sea_surface_wave_maximum_height",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,,45170,"Station 45170 - Michigan City Buoy, IN",Illinois-Indiana Sea Grant Buoy (45170),41.755,-86.968,moored_buoy,2011-06-09 00:00:00,Y,"Illinois-Indiana Sea Grant, Purdue University",N,"Illinois-Indiana Sea Grant, Purdue University",nonprofit,"Illinois-Indiana Sea Grant, Purdue University",,"sea_surface_wave_significant_height, wind_speed_of_gust , sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature (1m, 2m, 3m, 4m, 5m, 6m, 7m, 8m, 9m, 10m, 11m, 12m, 13m, 14m, 15m, 16m, 17m), dew_point_temperature, wind_speed, time, latitude, longitude, depth, sea_surface_wave_from_direction, solar_irradiance, battery_voltage",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,,45171,"Station 45171 - Granite Island Buoy, Granite Island, MI",Granite Island Buoy (45171),46.724,-87.411,moored_buoy,2015-06-27 00:00:00,N,Northern Michigan University,N,Northern Michigan University,academic,Northern Michigan University,,"sea_surface_wave_significant_height, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth",This buoy has not been deployed 2019,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,,45172,"Station 45172 - Grand Marais Buoy, Grand Marais, MI",Grand Marais Buoy (45172),46.742,-85.958,moored_buoy,2015-06-27 00:00:00,N,Northern Michigan University,N,Northern Michigan University,academic,Northern Michigan University,,"sea_surface_wave_significant_height, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth",This buoy has not been deployed 2019,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,,45173,"Station 45173 - Munising Buoy, Munising, MI",Munising Buoy (45173),46.573,-86.571,moored_buoy,2015-06-27 00:00:00,Y,Northern Michigan University,N,Northern Michigan University,academic,Northern Michigan University,,"sea_surface_wave_significant_height, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, sea_surface_wave_from_direction",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,,45174,"Station 45174 - Wilmette, IL",Wilmette Weather Buoy (45174),42.135,-87.655,moored_buoy,2015-08-04 00:00:00,Y,"Illinois-Indiana Sea Grant, Purdue University",N,"Illinois-Indiana Sea Grant, Purdue University",nonprofit,"Illinois-Indiana Sea Grant, Purdue University, LimnoTech",,"sea_surface_wave_significant_height, wind_speed_of_gust , sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature, dew_point_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, sea_surface_wave_from_direction, solar_irradiance, battery_voltage",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,,45175,"Station 45175 - Mackinac Straits West, Mackinaw City, MI",Mackinac Straits Buoy (45175),45.825,-84.772,moored_buoy,2015-08-28 00:00:00,Y,Enbridge,N,Michigan Tech University,academic,Michigan Tech University,,"sea_surface_wave_significant_height, wind_speed_of_gust , wind_from_direction, air_temperature, sea_water_temperature (1m, 3m, 4m, 7m, 9m, 11m, 12m, 14m, 16m), sea_surface_wind_wave_period, wind_speed, dew_point_temperature, air_pressure_at_sea_level, time, latitude, longitude, depth, sea_surface_wave_from_direction, solar_irradiance, battery_voltage,  eastward_current, northward_current",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,,45176,"Station 45176 - Cleveland Intake Crib Buoy, OH",Cleveland Crib Buoy (45176),41.55,-81.765,moored_buoy,2016-06-07 00:00:00,Y,"GLOS, City of Cleveland",N,LimnoTech,industry,LimnoTech,,"sea_surface_wave_significant_height, wind_speed_of_gust , sea_surface_wind_wave_period, dew_point_temperature, sea_water_conductivity, wind_from_direction, air_temperature, mass_concentration_of_chlorophyll_in_sea_water, sea_water_temperature (1.5m, 3m, 4.5m, 6m, 7.5m, 9m, 10.5m, 11m, 12m, 12.5m, 13m, 13.5m, 14m, 15m, 15.5m), wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, sea_surface_wave_from_direction, battery_voltage,  blue_green_algae, sea_surface_wave_maximum_height",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,45176b,,Cleveland Crib Bottom Sonde (45176b),Cleveland Crib Bottom Sonde (45176b),41.55,-81.765,fixed,2016-06-07 00:00:00,Y,"GLOS, City of Cleveland",N,LimnoTech,industry,LimnoTech,,"fractional_saturation_of_oxygen_in_sea_water, sea_water_conductivity, mass_concentration_of_chlorophyll_in_sea_water, time, latitude, longitude, depth",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,,45179,Station 45179 - Stannard Rock Buoy,Stannard Rock Buoy (45179) ,47.195,-87.224,moored_buoy,2017-08-29 00:00:00,N,Superior Watershed Partnership,Yp,Lentic Environmental Services,industry,Lentic Environmental Services,,"sea_surface_wave_significant_height, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth",This buoy is out of commission and was not deployed in 2019.,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,,45182,Atwater 10 meter (NEW - Pending),Milwaukee Buoy ATW10 (45182),43.09651,-87.86444,moored_buoy,2018-05-25 00:00:00,Y,University of Wisconsin-Milwaukee,N,University of Wisconsin-Milwaukee,academic,University of Wisconsin-Milwaukee,,"sea_surface_wave_significant_height, wind_speed_of_gust, sea_surface_wind_wave_period, Relative Humidity, wind_from_direction, air_temperature, sea_water_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, mass_concentration_of_chlorophyll_in_sea_water, sea_water_temperature, sea_water_conductivity, sea_water_ph_reported_on_total_scale, sea_water_turbidity",This buoy was not deployed in 2019.,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,,45183,Sleeping Bear Dunes (NEW),Sleeping Bear Dunes Buoy (45183),44.98163,-85.83086,moored_buoy,2018-05-30 00:00:00,U,University of Wisconsin-Milwaukee,N,University of Wisconsin-Milwaukee,academic,University of Wisconsin-Milwaukee,,"sea_surface_wave_significant_height, wind_speed_of_gust, sea_surface_wind_wave_period, Relative Humidity, wind_from_direction, air_temperature, sea_water_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, ",This buoy was deployed in 2019. The buoy faced some issues with the vent and was removed.,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,BGSDB,,Sandusky Bayside Water Intake (bgsdb),Sandusky Bayside Water Intake (bgsdb),41.46,-82.67,fixed,2015-05-01 00:00:00,U,Bowling Green State University,N,Bowling Green State University,academic,Bowling Green State University,LimnoTech,"mass_concentration_of_chlorophyll_in_sea_water, sea_surface_wind_wave_period, sea_water_temperature, sea_water_conductivity, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, sea_water_ph_reported_on_total_scale, time, latitude, longitude, depth",This buoy is out of commission and was not deployed in 2019.,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,BGSUSD,,Sandusky Bay Buoy (bgsusd),Sandusky Bay Buoy (bgsusd),41.46,-82.65,moored_buoy,2015-05-01 00:00:00,U,Bowling Green State University,N,Bowling Green State University,academic,Bowling Green State University,LimnoTech,"mass_concentration_of_chlorophyll_in_sea_water, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature, sea_water_conductivity, wind_speed, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, sea_water_ph_reported_on_total_scale, air_pressure_at_sea_level, time, latitude, longitude, depth, blue_green_algae",This buoy is out of commission and was not deployed in 2019.,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,BGUSD2,,Sandusky Bay buoy (bgsusd2),Sandusky Bay buoy (bgsusd2),41.496,-82.75,moored_buoy,2017-06-27 00:00:00,Y,Bowling Green State University,N,Bowling Green State University,academic,Bowling Green State University,LimnoTech,"mass_concentration_of_chlorophyll_in_sea_water, wind_from_direction, air_temperature, sea_water_temperature, sea_water_conductivity, wind_speed, sea_water_ph_reported_on_total_scale, sea_water_turbidity, fractional_saturation_of_oxygen_in_sea_water, air_pressure_at_sea_level, time, latitude, longitude, depth, blue_green_algae",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,ESF1,,Oswego buoy (ESF1),Oswego buoy (ESF1),43.49,-79.52,moored_buoy,2009-08-04 00:00:00,Y,State University of New York College of Environmental Science and Forestry (SUNY-ESF),Yf,State University of New York College of Environmental Science and Forestry (SUNY-ESF),academic,State University of New York College of Environmental Science and Forestry (SUNY-ESF),,"sea_surface_wave_significant_height, sea_surface_wind_wave_period, Relative Humidity, wind_from_direction, air_temperature, sea_water_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth",This buoy was deployed in 2019.,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,ESF2,,Sodus Bay South buoy (ESF2),Sodus Bay South buoy (ESF2),43.23,-76.94,moored_buoy,2009-08-04 00:00:00,N,State University of New York College of Environmental Science and Forestry (SUNY-ESF),N,State University of New York College of Environmental Science and Forestry (SUNY-ESF),academic,State University of New York College of Environmental Science and Forestry (SUNY-ESF),,"wind_speed_of_gust , wind_from_direction, air_temperature, sea_water_temperature, Relative Humidity, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth",This buoy was not deployed in 2018 and 2019.,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,ESF3,,Dunkirk Buoy (ESF3),Dunkirk Buoy (ESF3),42.56,-79.43,moored_buoy,2009-08-04 00:00:00,Y,State University of New York College of Environmental Science and Forestry (SUNY-ESF),Yf,State University of New York College of Environmental Science and Forestry (SUNY-ESF),academic,State University of New York College of Environmental Science and Forestry (SUNY-ESF),,"sea_surface_wave_significant_height, Relative Humidity, air_temperature, sea_water_temperature, sea_surface_wind_wave_period, wind_speed, wind_from_direction, air_pressure_at_sea_level, time, latitude, longitude, depth",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,ESF4,,Sodus Bay Weather Station (ESF4),Sodus Bay Weather Station (ESF4),43.26,-76.95,fixed,2009-08-04 00:00:00,Y,State University of New York College of Environmental Science and Forestry (SUNY-ESF),N,State University of New York College of Environmental Science and Forestry (SUNY-ESF),academic,State University of New York College of Environmental Science and Forestry (SUNY-ESF),,"wind_from_direction, Relative Humidity, air_temperature, wind_speed, time, latitude, longitude, depth, solar_irradiance",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,ESF5,,Sodus Bay Center buoy (ESF5),Sodus Bay Center buoy (ESF5),43.25,-76.96,moored_buoy,2009-08-04 00:00:00,N,State University of New York College of Environmental Science and Forestry (SUNY-ESF),N,State University of New York College of Environmental Science and Forestry (SUNY-ESF),academic,State University of New York College of Environmental Science and Forestry (SUNY-ESF),,"Relative Humidity, air_temperature, sea_water_temperature, air_pressure_at_sea_level, wind_speed, wind_from_direction, wind_speed_of_gust , time, latitude, longitude, depth",This buoy was not deployed in 2018 and 2019,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,ESF7,,Oneida Lake Weather Station (ESF7),Oneida Lake Weather Station (ESF7),43.18,-75.93,fixed,2009-08-04 00:00:00,N,State University of New York College of Environmental Science and Forestry (SUNY-ESF),N,State University of New York College of Environmental Science and Forestry (SUNY-ESF),academic,State University of New York College of Environmental Science and Forestry (SUNY-ESF),,"Relative Humidity, wind_from_direction, air_temperature, air_pressure_at_sea_level, wind_speed, time, latitude, longitude, depth",This station was hit by lightning in 2018 and was not deployed in 2019,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,ESF8,,Sodus Point Nearshore Monitoring Buoy (ESF8),Sodus Point Nearshore Monitoring Buoy,43.388,-78.192,moored_buoy,2019-05-30 00:00:00,Y,State University of New York College of Environmental Science and Forestry (SUNY-ESF),N,State University of New York College of Environmental Science and Forestry (SUNY-ESF),academic,State University of New York College of Environmental Science and Forestry (SUNY-ESF),,"Relative Humidity, wind_from_direction, air_temperature, air_pressure_at_sea_level, wind_speed, wind_speed_of_gust,  sea_water_temperature (1m, 2m, 3m, 4m, 5m, 6m, 7m, 8m, 9m, 10m, 11m, 12m, 13m, 14m, 15m, 16m, 17m, 18m, 19m), time, latitude, longitude, depth",This is a new buoy deployed in 2019,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,ESF9,,Oak Orchard Nearshore Monitoring Buoy (ESF9),Oak Orchard Nearshore Monitoring Buoy ,43.282,-76.961,moored_buoy,2019-05-30 00:00:00,Y,State University of New York College of Environmental Science and Forestry (SUNY-ESF),N,State University of New York College of Environmental Science and Forestry (SUNY-ESF),academic,State University of New York College of Environmental Science and Forestry (SUNY-ESF),,"sea_water_temperature (1m, 2m, 3m, 4m, 5m, 6m), latitude, longitude, time, depth",This is a new buoy deployed in 2019,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,GLERLWE13,,NOAA GLERL WE13 (glerlwe13),NOAA GLERL WE13 (glerlwe13),41.73349,-83.13336,moored_buoy,2016-07-15 00:00:00,Y,Great Lakes Environmental Research Laboratory,Yp,Great Lakes Environmental Research Laboratory,gov_federal,Great Lakes Environmental Research Laboratory,,"mass_concentration_of_chlorophyll_in_sea_water, wind_from_direction, air_temperature, sea_water_temperature, sea_water_conductivity, wind_speed, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, air_pressure_at_sea_level, wind_speed_of_gust , time, latitude, longitude, depth, blue_green_algae, battery_voltage",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,GLERLWE2,,NOAA GLERL WE2 (glerlwe2),NOAA GLERL WE2 (glerlwe2),41.82,-83.36,moored_buoy,2015-05-01 00:00:00,Y,Great Lakes Environmental Research Laboratory,Yp,Great Lakes Environmental Research Laboratory,gov_federal,Great Lakes Environmental Research Laboratory,,"mass_concentration_of_chlorophyll_in_sea_water, wind_from_direction, air_temperature, sea_water_temperature, sea_water_conductivity, wind_speed, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, air_pressure_at_sea_level, wind_speed_of_gust , time, latitude, longitude, depth, battery_voltage, blue_green_algae",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,GLERLWE4,,NOAA GLERL WE4 (glerlwe4),NOAA GLERL WE4 (glerlwe4),41.83,-83.2,moored_buoy,2015-05-01 00:00:00,Y,Great Lakes Environmental Research Laboratory,Yp,Great Lakes Environmental Research Laboratory,gov_federal,Great Lakes Environmental Research Laboratory,,"mass_concentration_of_chlorophyll_in_sea_water, wind_from_direction, air_temperature, sea_water_temperature, sea_water_conductivity, wind_speed, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, air_pressure_at_sea_level, wind_speed_of_gust , time, latitude, longitude, depth, blue_green_algae, battery_voltage",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
GLOS,GLERLWE8,,NOAA GLERL WE8 (glerlwe8),NOAA GLERL WE8 (glerlwe8),41.82,-83.36,moored_buoy,2015-05-01 00:00:00,Y,Great Lakes Environmental Research Laboratory,Yp,Great Lakes Environmental Research Laboratory,gov_federal,Great Lakes Environmental Research Laboratory,,"mass_concentration_of_chlorophyll_in_sea_water, wind_from_direction, air_temperature, sea_water_temperature, sea_water_conductivity, wind_speed, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, air_pressure_at_sea_level, wind_speed_of_gust , time, latitude, longitude, depth, blue_green_algae, battery_voltage",,Observing_Asset_Inventory_GLOS_Dec2019.xlsx,
